mes,uf,de_type,freight_id,vehicle,price,price_por_dia,contract_days,encontrou_motorista,qt_atividades_falcon,qt_horas_falcon
2025-02-01,SP,Ajudante,143675,,1310,163.75,8,sim,26.0,26.0
2025-02-01,SP,Diária,143679,Carreta,2135,305.0,7,sim,1.0,1.0
2025-02-01,SP,Coleta/Entrega,143694,3/4,1578,225.42857142857142,7,nao,10.0,3.0
2025-02-01,SP,Coleta/Entrega,143695,3/4,1578,225.42857142857142,7,sim,12.0,3.0
2025-02-01,SC,Coleta/Entrega,143709,Carreta,2745,305.0,9,sim,8.0,1.0
2025-02-01,SP,Coleta/Entrega,143715,Carreta,610,305.0,2,sim,7.0,6.0
2025-02-01,MG,Coleta/Entrega,143718,Utilitários,170,170.0,1,nao,3.0,2.0
2025-03-01,RJ,Coleta/Entrega,143720,Toco,2880,221.53846153846155,13,sim,21.0,1415.0
2025-02-01,MG,Coleta/Entrega,143721,Bi-Truck,276,276.0,1,sim,11.0,2.0
2025-02-01,SP,Coleta/Entrega,143726,Carreta,1525,254.16666666666666,6,sim,11.0,2.0
2025-02-01,SP,Ajudante,143742,,150,150.0,1,sim,9.0,3.0
2025-02-01,SP,Coleta/Entrega,143744,Carreta,610,305.0,2,nao,8.0,2.0
2025-02-01,MG,Coleta/Entrega,143761,Bi-Truck,2166,270.75,8,sim,10.0,3.0
2025-02-01,MG,Coleta/Entrega,143765,Manobrista,1050,210.0,5,sim,1.0,1.0
2025-03-01,SC,Diária,143766,Cavalinho,1590,265.0,6,sim,16.0,16.0
2025-02-01,SP,Coleta/Entrega,143770,Truck,260,260.0,1,sim,5.0,1.0
2025-02-01,SP,Coleta/Entrega,143771,Utilitários,328,164.0,2,sim,9.0,2.0
2025-02-01,SP,Coleta/Entrega,143772,3/4,242,242.0,1,nao,12.0,3.0
2025-02-01,SP,Coleta/Entrega,143775,Toco,230,230.0,1,sim,12.0,1.0
2025-02-01,MA,Coleta/Entrega,143777,Manobrista,460,230.0,2,sim,18.0,1050.0
2025-02-01,SP,Ajudante,143780,,150,150.0,1,nao,9.0,8.0
2025-02-01,SP,Coleta/Entrega,143786,3/4,225,225.0,1,sim,14.0,26.0
2025-02-01,RS,Ajudante,143797,,1200,133.33333333333334,9,nao,6.0,1.0
2025-02-01,RS,Ajudante,143798,,1400,200.0,7,sim,11.0,2.0
2025-02-01,RS,Ajudante,143800,,2800,200.0,14,sim,13.0,5.0
2025-02-01,SP,Diária,143803,Truck,7280,260.0,28,sim,11.0,13.0
2025-02-01,SC,Diária,143811,Carreta,305,305.0,1,sim,12.0,12.0
2025-02-01,PR,Diária,143815,Carreta,1625,325.0,5,nao,8.0,13.0
2025-02-01,SC,Ajudante,143825,,180,180.0,1,nao,12.0,1698.0
2025-02-01,SC,Ajudante,143827,,360,180.0,2,nao,7.0,243.0
2025-02-01,SP,Diária,143833,Truck,520,260.0,2,sim,3.0,1.0
2025-02-01,SP,Ajudante,143849,,150,150.0,1,nao,22.0,181.0
2025-02-01,SP,Ajudante,143850,,150,150.0,1,nao,24.0,14.0
2025-02-01,SP,Diária,143854,Carreta,7810,355.0,22,sim,1.0,1.0
2025-02-01,SP,Diária,143872,Rodotrem,5625,375.0,15,sim,7.0,3.0
2025-02-01,PR,Coleta/Entrega,143877,3/4,264,264.0,1,nao,11.0,2.0
2025-02-01,SP,Ajudante,143888,,555,277.5,2,nao,12.0,3.0
2025-02-01,SP,Ajudante,143889,,555,138.75,4,nao,18.0,135.0
2025-03-01,ES,Ajudante,143894,,750,150.0,5,nao,5.0,2.0
2025-03-01,ES,Ajudante,143895,,750,150.0,5,nao,12.0,5679.0
2025-03-01,ES,Ajudante,143896,,750,150.0,5,nao,7.0,4.0
2025-02-01,SP,Coleta/Entrega,143913,3/4,220,220.0,1,sim,13.0,3.0
2025-02-01,SP,Coleta/Entrega,143916,Truck,260,260.0,1,sim,12.0,2.0
2025-02-01,SC,Coleta/Entrega,143918,Toco,230,230.0,1,sim,12.0,2.0
2025-02-01,SP,Ajudante,143920,,120,120.0,1,nao,10.0,6.0
2025-02-01,SP,Ajudante,143921,,120,120.0,1,nao,11.0,8.0
2025-03-01,MG,Coleta/Entrega,143922,Carreta,1220,305.0,4,nao,6.0,5405.0
2025-02-01,SP,Ajudante,143924,,125,125.0,1,nao,8.0,2.0
2025-02-01,MT,Ajudante,143940,,450,150.0,3,nao,4.0,14.0
2025-02-01,SP,Diária,143945,Carreta,2790,348.75,8,sim,5.0,2.0
2025-02-01,CE,Ajudante,143946,,100,100.0,1,sim,21.0,8310.0
2025-02-01,SP,Ajudante,143954,,150,150.0,1,sim,4.0,2.0
2025-02-01,RS,Ajudante,143956,,200,200.0,1,nao,2.0,2.0
2025-02-01,PR,Ajudante,143959,,600,150.0,4,sim,9.0,1439.0
2025-02-01,PR,Ajudante,143962,,150,150.0,1,nao,2.0,1.0
2025-02-01,SP,Coleta/Entrega,143974,3/4,264,264.0,1,nao,17.0,1039.0
2025-02-01,PR,Diária,143975,Carreta,610,305.0,2,nao,3.0,2.0
2025-02-01,SP,Coleta/Entrega,143984,3/4,220,220.0,1,nao,12.0,2.0
2025-02-01,BA,Ajudante,143991,,125,125.0,1,sim,11.0,2.0
2025-02-01,ES,Ajudante,143993,,180,180.0,1,nao,12.0,3.0
2025-02-01,ES,Ajudante,143994,,180,180.0,1,nao,11.0,37.0
2025-02-01,SP,Coleta/Entrega,143998,Truck,270,270.0,1,sim,12.0,2.0
2025-02-01,SP,Ajudante,144004,,150,150.0,1,nao,18.0,5.0
2025-02-01,SP,Ajudante,144013,,180,180.0,1,sim,18.0,9.0
2025-02-01,SP,Ajudante,144016,,180,180.0,1,sim,11.0,3.0
2025-02-01,SP,Coleta/Entrega,144033,3/4,308,308.0,1,sim,7.0,1.0
2025-02-01,SP,Coleta/Entrega,144041,Truck,266,266.0,1,nao,21.0,128.0
2025-02-01,SP,Ajudante,144074,,180,180.0,1,sim,12.0,3.0
2025-02-01,SP,Ajudante,144076,,180,180.0,1,nao,11.0,3.0
2025-02-01,SP,Ajudante,144077,,180,180.0,1,sim,10.0,2.0
2025-02-01,SP,Ajudante,144094,,180,180.0,1,sim,3.0,1.0
2025-02-01,SP,Ajudante,144102,,150,150.0,1,nao,3.0,1.0
2025-02-01,SP,Ajudante,144107,,150,150.0,1,nao,2.0,1.0
2025-02-01,SP,Ajudante,144111,,150,150.0,1,sim,14.0,5.0
2025-02-01,SP,Ajudante,144113,,150,150.0,1,nao,21.0,6.0
2025-02-01,SP,Ajudante,144128,,875,175.0,5,sim,3.0,1.0
2025-02-01,MS,Diária,144139,Carreta,1525,305.0,5,nao,15.0,42.0
2025-02-01,SP,Coleta/Entrega,144150,3/4,235,235.0,1,sim,7.0,2.0
2025-02-01,SP,Ajudante,144151,,480,160.0,3,sim,10.0,2.0
2025-02-01,PR,Diária,144157,Vanderleia,2135,305.0,7,sim,2.0,1.0
2025-02-01,SP,Coleta/Entrega,144164,Toco,3120,240.0,13,sim,1.0,1.0
2025-03-01,RS,Ajudante,144165,,1400,200.0,7,sim,37.0,11534.0
2025-02-01,RS,Ajudante,144166,,200,200.0,1,nao,17.0,1245.0
2025-02-01,SC,Diária,144168,Manobrista,271,271.0,1,sim,6.0,103.0
2025-02-01,SC,Ajudante,144170,,320,160.0,2,nao,7.0,1.0
2025-02-01,SP,Coleta/Entrega,144172,Toco,230,230.0,1,sim,5.0,1.0
2025-02-01,MG,Diária,144178,Truck,260,260.0,1,sim,6.0,4.0
2025-02-01,SP,Coleta/Entrega,144186,Carreta,305,305.0,1,nao,13.0,1251.0
2025-02-01,SP,Coleta/Entrega,144189,Carreta,305,305.0,1,sim,12.0,2.0
2025-02-01,SP,Coleta/Entrega,144191,Truck,273,273.0,1,sim,12.0,5.0
2025-02-01,SP,Coleta/Entrega,144208,Toco,230,230.0,1,sim,12.0,2.0
2025-02-01,MG,Diária,144211,Truck,260,260.0,1,sim,6.0,10.0
2025-02-01,PR,Ajudante,144226,,560,140.0,4,sim,2.0,1.0
2025-02-01,PR,Ajudante,144227,,280,140.0,2,sim,6.0,1079.0
2025-02-01,SP,Diária,144232,Vanderleia,1525,305.0,5,sim,10.0,11.0
2025-02-01,PR,Diária,144239,Carreta,9397,313.23333333333335,30,sim,23.0,6.0
2025-02-01,PR,Diária,144245,Carreta,13115,305.0,43,sim,1.0,1.0
2025-02-01,PR,Ajudante,144251,,120,120.0,1,sim,7.0,2.0
2025-02-01,SP,Diária,144252,Carreta,2135,305.0,7,nao,2.0,1.0
2025-02-01,SP,Diária,144256,Carreta,1525,305.0,5,nao,1.0,1.0
2025-02-01,SP,Ajudante,144277,,170,170.0,1,nao,21.0,89.0
2025-02-01,SP,Ajudante,144278,,170,170.0,1,sim,19.0,1159.0
2025-03-01,RJ,Coleta/Entrega,144283,Toco,2300,230.0,10,sim,12.0,2.0
2025-03-01,RJ,Coleta/Entrega,144292,Toco,3220,230.0,14,sim,1.0,1.0
2025-02-01,SP,Ajudante,144298,,170,170.0,1,sim,12.0,4.0
2025-02-01,SP,Coleta/Entrega,144301,Truck,260,260.0,1,sim,8.0,2.0
2025-02-01,SP,Coleta/Entrega,144302,Truck,520,260.0,2,sim,3.0,1.0
2025-02-01,SP,Coleta/Entrega,144303,Truck,260,260.0,1,sim,9.0,2.0
2025-02-01,ES,Diária,144308,Rodotrem,3950,395.0,10,nao,5.0,9.0
2025-02-01,ES,Diária,144309,Rodotrem,9480,395.0,24,sim,3.0,2.0
2025-02-01,MG,Diária,144328,Truck,3270,272.5,12,sim,2.0,1.0
2025-02-01,RS,Diária,144339,Carreta,8845,305.0,29,sim,11.0,4.0
2025-02-01,SP,Ajudante,144340,,160,160.0,1,sim,6.0,3.0
2025-02-01,SP,Ajudante,144341,,640,160.0,4,nao,10.0,2.0
2025-02-01,SP,Diária,144345,Carreta,7320,305.0,24,sim,6.0,2.0
2025-02-01,SP,Diária,144346,Carreta,10065,305.0,33,sim,14.0,67.0
2025-02-01,CE,Ajudante,144350,,200,100.0,2,sim,5.0,1.0
2025-02-01,SC,Diária,144352,3/4,880,220.0,4,sim,5.0,50.0
2025-02-01,SP,Diária,144376,Rodotrem,1660,415.0,4,nao,4.0,1.0
2025-02-01,RS,Coleta/Entrega,144377,Toco,1060,265.0,4,sim,6.0,4488.0
2025-02-01,PR,Diária,144380,Carreta,4785,341.7857142857143,14,sim,7.0,3.0
2025-03-01,RS,Coleta/Entrega,144381,Toco,2205,245.0,9,sim,5.0,408.0
2025-02-01,PR,Ajudante,144384,,800,200.0,4,sim,36.0,4180.0
2025-02-01,RJ,Diária,144386,Carreta,3050,305.0,10,sim,8.0,4.0
2025-02-01,SP,Ajudante,144412,,150,150.0,1,sim,8.0,2.0
2025-02-01,SP,Ajudante,144419,,300,150.0,2,nao,16.0,3489.0
2025-02-01,MG,Coleta/Entrega,144423,3/4,220,220.0,1,sim,12.0,1.0
2025-02-01,MG,Diária,144443,3/4,805,268.3333333333333,3,sim,4.0,31.0
2025-02-01,PR,Coleta/Entrega,144446,Utilitários,328,164.0,2,nao,3.0,1691.0
2025-02-01,SP,Ajudante,144452,,600,120.0,5,nao,5.0,3.0
2025-02-01,MS,Ajudante,144462,,900,150.0,6,nao,6.0,5.0
2025-02-01,SP,Coleta/Entrega,144466,Manobrista,1325,265.0,5,sim,6.0,1.0
2025-02-01,SP,Coleta/Entrega,144485,3/4,1540,220.0,7,nao,11.0,2.0
2025-02-01,PR,Diária,144496,Carreta,2440,305.0,8,sim,6.0,1.0
2025-02-01,SC,Coleta/Entrega,144501,Toco,230,230.0,1,sim,4.0,2.0
2025-02-01,PR,Coleta/Entrega,144513,Carreta,3355,372.77777777777777,9,sim,10.0,2.0
2025-02-01,SP,Diária,144531,Carreta,3050,305.0,10,sim,53.0,2843.0
2025-02-01,SP,Coleta/Entrega,144535,Truck,520,260.0,2,sim,9.0,2.0
2025-02-01,SP,Coleta/Entrega,144548,Utilitários,960,137.14285714285714,7,nao,8.0,5.0
2025-02-01,SC,Coleta/Entrega,144552,Toco,1440,240.0,6,sim,5.0,1.0
2025-02-01,SC,Coleta/Entrega,144553,Toco,1440,240.0,6,sim,1.0,1.0
2025-02-01,SC,Coleta/Entrega,144554,Toco,1200,240.0,5,sim,1.0,1.0
2025-02-01,SP,Coleta/Entrega,144559,Carreta,1830,305.0,6,sim,4.0,1.0
2025-02-01,SP,Coleta/Entrega,144560,Carreta,1830,305.0,6,sim,5.0,4.0
2025-02-01,MG,Diária,144574,Carreta,1830,305.0,6,sim,6.0,4.0
2025-02-01,SP,Ajudante,144635,,160,160.0,1,sim,18.0,1453.0
2025-02-01,SP,Ajudante,144637,,320,160.0,2,nao,9.0,5.0
2025-02-01,SP,Ajudante,144638,,320,160.0,2,nao,3.0,1.0
2025-02-01,SP,Ajudante,144639,,160,160.0,1,nao,16.0,6.0
2025-02-01,SP,Ajudante,144640,,320,160.0,2,sim,12.0,3.0
2025-02-01,MG,Coleta/Entrega,144652,Bi-Truck,270,270.0,1,nao,7.0,1.0
2025-02-01,SP,Ajudante,144674,,340,170.0,2,sim,3.0,1.0
2025-02-01,MG,Diária,144687,Toco,460,230.0,2,nao,35.0,1440.0
2025-02-01,SP,Ajudante,144688,,150,150.0,1,sim,11.0,3.0
2025-02-01,SP,Ajudante,144695,,150,150.0,1,nao,30.0,3052.0
2025-02-01,SP,Diária,144700,Carreta,1300,325.0,4,sim,12.0,8.0
2025-03-01,RS,Coleta/Entrega,144712,Truck,3600,300.0,12,sim,7.0,3.0
2025-02-01,SP,Ajudante,144727,,400,200.0,2,sim,4.0,2.0
2025-02-01,SP,Ajudante,144730,,400,200.0,2,sim,4.0,1.0
2025-02-01,MG,Diária,144736,Carreta,4270,305.0,14,sim,8.0,14.0
2025-02-01,SP,Diária,144738,Carreta,305,305.0,1,sim,10.0,36.0
2025-02-01,MG,Ajudante,144748,,431,143.66666666666666,3,sim,5.0,1.0
2025-02-01,SP,Ajudante,144762,,680,170.0,4,nao,1.0,1.0
2025-02-01,RJ,Diária,144776,Vanderleia,6710,305.0,22,sim,19.0,194.0
2025-02-01,SP,Diária,144780,Carreta,3202,291.09090909090907,11,sim,8.0,4.0
2025-02-01,SP,Coleta/Entrega,144786,Truck,312,312.0,1,nao,9.0,3.0
2025-02-01,SP,Coleta/Entrega,144787,3/4,440,220.0,2,sim,12.0,1.0
2025-02-01,SP,Diária,144791,Carreta,3355,305.0,11,sim,5.0,3.0
2025-02-01,SP,Ajudante,144794,,150,150.0,1,sim,41.0,403.0
2025-02-01,RJ,Diária,144800,Carreta,6405,305.0,21,sim,3.0,1.0
2025-02-01,MG,Ajudante,144807,,150,150.0,1,nao,16.0,10.0
2025-02-01,SP,Ajudante,144809,,150,150.0,1,nao,13.0,1465.0
2025-02-01,SE,Diária,144810,Truck,2340,260.0,9,sim,6.0,3.0
2025-02-01,SP,Ajudante,144816,,120,120.0,1,nao,20.0,5.0
2025-02-01,SC,Coleta/Entrega,144821,Manobrista,3710,265.0,14,sim,9.0,5.0
2025-02-01,RJ,Coleta/Entrega,144825,Manobrista,1060,265.0,4,sim,12.0,2.0
2025-02-01,SP,Coleta/Entrega,144826,Truck,260,260.0,1,sim,8.0,2.0
2025-02-01,SP,Coleta/Entrega,144832,3/4,880,220.0,4,sim,9.0,1.0
2025-02-01,MG,Coleta/Entrega,144836,Bi-Truck,270,270.0,1,sim,12.0,1.0
2025-02-01,SP,Ajudante,144839,,180,180.0,1,nao,36.0,4551.0
2025-02-01,SC,Coleta/Entrega,144845,Manobrista,3710,265.0,14,sim,12.0,2.0
2025-02-01,SP,Coleta/Entrega,144848,3/4,690,230.0,3,sim,11.0,1.0
2025-02-01,SP,Coleta/Entrega,144853,Truck,1400,280.0,5,sim,12.0,1.0
2025-02-01,SP,Coleta/Entrega,144855,Truck,3080,280.0,11,sim,1.0,1.0
2025-02-01,SP,Ajudante,144865,,600,150.0,4,sim,9.0,2.0
2025-02-01,RJ,Diária,144869,Carreta,4270,305.0,14,sim,30.0,11.0
2025-02-01,SP,Coleta/Entrega,144871,Truck,260,260.0,1,sim,13.0,193.0
2025-02-01,SP,Coleta/Entrega,144872,Toco,2300,209.0909090909091,11,sim,7.0,1.0
2025-02-01,SP,Coleta/Entrega,144873,Toco,2300,209.0909090909091,11,nao,19.0,27.0
2025-02-01,SP,Coleta/Entrega,144874,3/4,2860,158.88888888888889,18,sim,11.0,1.0
2025-02-01,SP,Ajudante,144877,,240,120.0,2,sim,41.0,1202.0
2025-02-01,SC,Coleta/Entrega,144878,Utilitários,212,212.0,1,nao,9.0,1.0
2025-02-01,SP,Coleta/Entrega,144880,Truck,260,260.0,1,sim,10.0,2.0
2025-02-01,SP,Coleta/Entrega,144882,Carreta,305,305.0,1,nao,10.0,4.0
2025-02-01,SP,Ajudante,144883,,600,150.0,4,sim,8.0,1.0
2025-02-01,BA,Coleta/Entrega,144887,Utilitários,656,164.0,4,sim,12.0,1.0
2025-02-01,SP,Coleta/Entrega,144891,3/4,1100,220.0,5,sim,3.0,1.0
2025-02-01,SP,Coleta/Entrega,144897,3/4,660,220.0,3,sim,1.0,1.0
2025-02-01,SP,Ajudante,144898,,600,150.0,4,nao,23.0,253.0
2025-02-01,SP,Ajudante,144899,,600,150.0,4,nao,5.0,2.0
2025-02-01,MS,Ajudante,144909,,750,150.0,5,nao,3.0,1.0
2025-02-01,SP,Coleta/Entrega,144920,3/4,885,221.25,4,sim,12.0,2.0
2025-02-01,DF,Diária,144928,Carreta,11895,305.0,39,sim,6.0,2.0
2025-03-01,MG,Ajudante,144931,,375,125.0,3,sim,9.0,5.0
2025-02-01,SP,Coleta/Entrega,144939,3/4,220,220.0,1,nao,12.0,2.0
2025-02-01,GO,Coleta/Entrega,144943,Toco,235,235.0,1,nao,12.0,4.0
2025-02-01,SP,Ajudante,144950,,460,230.0,2,sim,4.0,1.0
2025-02-01,SP,Coleta/Entrega,144954,Toco,230,230.0,1,sim,4.0,1.0
2025-02-01,SP,Coleta/Entrega,144957,Truck,260,260.0,1,sim,10.0,2.0
2025-02-01,MG,Diária,144967,Truck,533,266.5,2,sim,3.0,1.0
2025-02-01,RS,Diária,144976,Carreta,1830,305.0,6,nao,11.0,20.0
2025-02-01,MA,Ajudante,144983,,143,143.0,1,sim,7.0,2.0
2025-02-01,SP,Coleta/Entrega,144999,3/4,660,220.0,3,sim,8.0,3.0
2025-02-01,SP,Coleta/Entrega,145003,Utilitários,288,288.0,1,sim,7.0,1.0
2025-02-01,SP,Coleta/Entrega,145004,3/4,440,220.0,2,sim,4.0,1.0
2025-02-01,PR,Coleta/Entrega,145008,Bi-Truck,270,270.0,1,nao,1.0,1.0
2025-02-01,PR,Diária,145009,Carreta,610,305.0,2,sim,4.0,1.0
2025-02-01,RJ,Coleta/Entrega,145010,Truck,799,266.3333333333333,3,sim,1.0,1.0
2025-02-01,SP,Ajudante,145011,,680,170.0,4,sim,6.0,1.0
2025-02-01,SP,Coleta/Entrega,145012,3/4,1175,235.0,5,sim,8.0,4.0
2025-02-01,SP,Coleta/Entrega,145013,Carreta,305,305.0,1,sim,10.0,3.0
2025-02-01,SP,Coleta/Entrega,145014,3/4,660,220.0,3,sim,10.0,2.0
2025-02-01,SP,Diária,145019,Carreta,1830,305.0,6,nao,15.0,5.0
2025-03-01,SP,Coleta/Entrega,145023,Utilitários,160,160.0,1,nao,15.0,1754.0
2025-02-01,ES,Ajudante,145025,,180,180.0,1,sim,12.0,3.0
2025-02-01,RS,Diária,145027,Carreta,744,372.0,2,sim,4.0,1.0
2025-02-01,SP,Diária,145033,Truck,922,307.3333333333333,3,nao,4.0,1.0
2025-02-01,SC,Diária,145034,Carreta,1830,305.0,6,sim,9.0,6.0
2025-03-01,SP,Ajudante,145039,,1350,150.0,9,nao,43.0,14723.0
2025-02-01,ES,Coleta/Entrega,145050,Truck,520,260.0,2,sim,4.0,1.0
2025-02-01,RS,Coleta/Entrega,145052,Truck,793,264.3333333333333,3,sim,8.0,2.0
2025-03-01,RS,Ajudante,145062,,800,200.0,4,nao,15.0,4033.0
2025-02-01,MG,Diária,145066,Carreta,7015,305.0,23,sim,3.0,1.0
2025-02-01,MA,Diária,145067,Carreta,2135,305.0,7,sim,5.0,2.0
2025-02-01,MA,Diária,145068,Carreta,2135,305.0,7,sim,2.0,1.0
2025-02-01,SP,Diária,145074,Truck,572,286.0,2,sim,2.0,1.0
2025-02-01,SP,Ajudante,145089,,150,150.0,1,sim,26.0,136.0
2025-02-01,MG,Ajudante,145090,,450,150.0,3,sim,10.0,2.0
2025-02-01,SP,Coleta/Entrega,145104,3/4,225,225.0,1,sim,4.0,1.0
2025-02-01,MG,Ajudante,145107,,375,125.0,3,nao,11.0,7.0
2025-02-01,MG,Diária,145114,Carreta,1495,373.75,4,sim,4.0,1.0
2025-02-01,SP,Diária,145115,Vanderleia,999,333.0,3,nao,3.0,1.0
2025-02-01,SC,Coleta/Entrega,145121,Toco,235,235.0,1,nao,12.0,2.0
2025-02-01,SP,Diária,145122,Carreta,372,372.0,1,nao,7.0,30.0
2025-02-01,SP,Coleta/Entrega,145126,Carreta,915,305.0,3,sim,12.0,2.0
2025-02-01,RJ,Coleta/Entrega,145128,Carreta,1830,305.0,6,sim,11.0,1.0
2025-02-01,SP,Ajudante,145129,,1050,175.0,6,sim,6.0,3.0
2025-02-01,SP,Coleta/Entrega,145132,3/4,220,220.0,1,nao,12.0,1.0
2025-02-01,RJ,Coleta/Entrega,145133,Toco,230,230.0,1,sim,12.0,2.0
2025-02-01,SP,Ajudante,145135,,340,170.0,2,sim,15.0,10.0
2025-02-01,MG,Coleta/Entrega,145140,Bi-Truck,276,276.0,1,nao,23.0,1444.0
2025-02-01,MG,Coleta/Entrega,145142,Bi-Truck,816,272.0,3,sim,7.0,2.0
2025-02-01,SC,Ajudante,145146,,720,180.0,4,sim,8.0,2.0
2025-02-01,MG,Coleta/Entrega,145160,Truck,819,273.0,3,nao,3.0,10.0
2025-02-01,RS,Diária,145169,Carreta,1220,305.0,4,nao,5.0,2.0
2025-03-01,SP,Diária,145177,Vanderleia,1525,305.0,5,sim,10.0,4.0
2025-02-01,SP,Coleta/Entrega,145178,Toco,690,230.0,3,sim,12.0,2.0
2025-02-01,SC,Ajudante,145184,,150,150.0,1,sim,45.0,1375.0
2025-02-01,SC,Ajudante,145185,,180,180.0,1,sim,24.0,1339.0
2025-02-01,RJ,Diária,145197,Carreta,4880,305.0,16,sim,7.0,3.0
2025-02-01,SP,Diária,145202,Carreta,625,312.5,2,sim,11.0,4.0
2025-03-01,SP,Ajudante,145206,,150,150.0,1,sim,40.0,1238.0
2025-02-01,SP,Coleta/Entrega,145207,Toco,230,230.0,1,sim,24.0,1209.0
2025-02-01,SP,Coleta/Entrega,145208,Toco,230,230.0,1,sim,10.0,2.0
2025-03-01,SP,Ajudante,145211,,170,170.0,1,nao,6.0,12734.0
2025-02-01,RS,Ajudante,145224,,340,170.0,2,nao,30.0,190.0
2025-02-01,SC,Coleta/Entrega,145226,Toco,1650,165.0,10,nao,16.0,333.0
2025-02-01,SC,Coleta/Entrega,145228,Truck,1579,263.1666666666667,6,sim,4.0,1.0
2025-02-01,SP,Ajudante,145237,,125,125.0,1,nao,3.0,1.0
2025-02-01,SP,Coleta/Entrega,145244,Truck,260,260.0,1,nao,8.0,107.0
2025-02-01,SP,Diária,145255,Carreta,915,305.0,3,sim,5.0,2.0
2025-03-01,SP,Ajudante,145259,,480,160.0,3,sim,29.0,10123.0
2025-03-01,SP,Ajudante,145260,,2160,180.0,12,sim,21.0,1445.0
2025-03-01,SP,Ajudante,145262,,1260,180.0,7,sim,11.0,1.0
2025-03-01,SP,Ajudante,145266,,680,170.0,4,sim,15.0,10372.0
2025-03-01,SP,Ajudante,145267,,480,160.0,3,sim,3.0,1.0
2025-03-01,SP,Ajudante,145273,,480,160.0,3,sim,3.0,1.0
2025-02-01,SP,Coleta/Entrega,145275,Utilitários,160,160.0,1,nao,1.0,1.0
2025-02-01,SE,Diária,145281,Toco,690,230.0,3,sim,4.0,3.0
2025-02-01,SP,Diária,145283,Vanderleia,4750,296.875,16,sim,3.0,1.0
2025-02-01,SP,Coleta/Entrega,145285,3/4,440,220.0,2,nao,9.0,2.0
2025-02-01,PR,Diária,145286,Carreta,9150,305.0,30,nao,11.0,14.0
2025-02-01,RJ,Coleta/Entrega,145289,3/4,220,220.0,1,sim,10.0,2.0
2025-02-01,SP,Ajudante,145291,,200,100.0,2,sim,14.0,4.0
2025-02-01,SP,Diária,145293,Carreta,1116,372.0,3,nao,7.0,2.0
2025-02-01,SP,Diária,145294,Carreta,1302,434.0,3,sim,1.0,1.0
2025-02-01,SP,Diária,145298,Truck,280,280.0,1,nao,5.0,282.0
2025-02-01,SP,Diária,145306,Rodotrem,5625,375.0,15,sim,5.0,2.0
2025-02-01,SP,Coleta/Entrega,145307,Truck,300,300.0,1,sim,7.0,50.0
2025-02-01,SP,Diária,145309,Carreta,1830,305.0,6,nao,5.0,2.0
2025-02-01,SP,Ajudante,145310,,320,160.0,2,nao,28.0,284.0
2025-02-01,SP,Ajudante,145311,,160,160.0,1,sim,4.0,1.0
2025-02-01,MG,Diária,145312,Truck,4160,260.0,16,sim,1.0,1.0
2025-02-01,PB,Ajudante,145313,,150,150.0,1,nao,3.0,1.0
2025-02-01,PB,Ajudante,145314,,150,150.0,1,sim,7.0,2.0
2025-02-01,PB,Coleta/Entrega,145315,Truck,260,260.0,1,nao,17.0,1761.0
2025-02-01,PB,Coleta/Entrega,145316,Truck,260,260.0,1,sim,5.0,143.0
2025-02-01,SP,Coleta/Entrega,145325,Carreta,305,305.0,1,sim,6.0,2.0
2025-02-01,SP,Coleta/Entrega,145334,Truck,260,260.0,1,nao,12.0,2.0
2025-02-01,SP,Ajudante,145336,,120,120.0,1,nao,7.0,1.0
2025-02-01,SP,Ajudante,145338,,120,120.0,1,nao,18.0,9.0
2025-02-01,PR,Diária,145341,Carreta,3355,305.0,11,sim,2.0,1.0
2025-02-01,GO,Diária,145343,Carreta,2440,305.0,8,sim,2.0,2.0
2025-03-01,PR,Diária,145344,Truck,5460,260.0,21,sim,2.0,1.0
2025-02-01,SC,Coleta/Entrega,145352,Carreta,625,312.5,2,sim,11.0,3.0
2025-02-01,SP,Diária,145353,3/4,225,225.0,1,sim,6.0,10.0
2025-02-01,MG,Diária,145354,Carreta,4575,305.0,15,sim,3.0,12.0
2025-02-01,RJ,Coleta/Entrega,145361,Carreta,610,305.0,2,sim,3.0,303.0
2025-02-01,ES,Diária,145362,Carreta,3355,305.0,11,nao,9.0,4.0
2025-02-01,SP,Ajudante,145367,,150,150.0,1,nao,10.0,3.0
2025-02-01,SP,Ajudante,145369,,150,150.0,1,nao,15.0,7.0
2025-02-01,SP,Ajudante,145370,,150,150.0,1,sim,12.0,3.0
2025-02-01,SP,Diária,145371,Carreta,610,305.0,2,nao,22.0,9.0
2025-03-01,PR,Diária,145373,Carreta,9150,305.0,30,sim,17.0,49.0
2025-03-01,MT,Ajudante,145376,,1125,225.0,5,nao,42.0,37796.0
2025-02-01,SP,Coleta/Entrega,145377,Truck,260,260.0,1,sim,12.0,1.0
2025-02-01,SP,Coleta/Entrega,145379,Truck,270,270.0,1,nao,12.0,2.0
2025-02-01,SP,Ajudante,145389,,200,200.0,1,nao,19.0,7.0
2025-02-01,MG,Ajudante,145397,,130,130.0,1,sim,12.0,4.0
2025-02-01,SP,Diária,145419,Carreta,6696,372.0,18,sim,4.0,6.0
2025-02-01,SP,Diária,145422,Carreta,1116,372.0,3,sim,4.0,1.0
2025-02-01,SP,Coleta/Entrega,145423,Truck,1560,260.0,6,sim,12.0,2.0
2025-02-01,SP,Diária,145424,Carreta,1220,305.0,4,sim,11.0,1.0
