mes,uf,de_type,freight_id,vehicle,price,price_por_dia,contract_days,encontrou_motorista,qt_atividades_falcon,qt_horas_falcon
2025-01-01,SP,Ajudante,137722,,980,140.0,7,sim,4.0,5787.0
2025-02-01,RS,Coleta/Entrega,137734,Truck,1620,270.0,6,sim,26.0,7643.0
2025-01-01,SP,Coleta/Entrega,137737,Manobrista,1590,265.0,6,nao,12.0,2.0
2025-01-01,SP,Diária,137739,Rodotrem,375,375.0,1,sim,1.0,1.0
2025-01-01,SP,Diária,137740,Vanderleia,1830,305.0,6,sim,4.0,1.0
2025-01-01,RJ,Coleta/Entrega,137742,Truck,260,260.0,1,nao,4.0,14.0
2025-01-01,RS,Coleta/Entrega,137743,Truck,1400,280.0,5,nao,26.0,378.0
2025-01-01,RS,Coleta/Entrega,137744,Truck,1400,280.0,5,nao,8.0,1.0
2025-01-01,SP,Coleta/Entrega,137755,3/4,660,220.0,3,sim,7.0,4.0
2025-01-01,SP,Diária,137765,Carreta,2275,325.0,7,sim,4.0,2.0
2025-01-01,SP,Coleta/Entrega,137789,3/4,220,220.0,1,nao,12.0,1.0
2025-02-01,MG,Ajudante,137799,,150,150.0,1,sim,12.0,8101.0
2025-01-01,MG,Ajudante,137805,,300,150.0,2,nao,7.0,2.0
2025-01-01,MG,Ajudante,137807,,600,150.0,4,sim,15.0,5.0
2025-02-01,MG,Ajudante,137808,,150,150.0,1,sim,25.0,6.0
2025-01-01,SC,Coleta/Entrega,137825,Truck,260,260.0,1,nao,3.0,1.0
2025-01-01,SP,Coleta/Entrega,137831,3/4,220,220.0,1,sim,7.0,3.0
2025-01-01,SP,Coleta/Entrega,137835,Carreta,336,336.0,1,sim,3.0,6.0
2025-01-01,SP,Diária,137848,Carreta,372,372.0,1,nao,14.0,4.0
2025-01-01,SP,Coleta/Entrega,137909,Romeu e Julieta,1320,330.0,4,sim,7.0,6.0
2025-01-01,SP,Ajudante,137926,,130,130.0,1,nao,4.0,1.0
2025-01-01,MG,Coleta/Entrega,137940,Bi-Truck,1113,278.25,4,sim,12.0,1.0
2025-01-01,MG,Ajudante,137953,,150,150.0,1,sim,2.0,1.0
2025-01-01,SP,Coleta/Entrega,137979,Truck,276,276.0,1,sim,17.0,89.0
2025-02-01,MG,Ajudante,137984,,150,150.0,1,sim,8.0,1.0
2025-01-01,RJ,Coleta/Entrega,137990,Toco,241,241.0,1,sim,18.0,147.0
2025-01-01,RJ,Coleta/Entrega,137991,Toco,1058,264.5,4,sim,8.0,2.0
2025-01-01,SP,Coleta/Entrega,138003,Utilitários,160,160.0,1,sim,8.0,1.0
2025-01-01,RJ,Ajudante,138020,,800,200.0,4,sim,5.0,2.0
2025-01-01,SP,Coleta/Entrega,138022,Carreta,305,305.0,1,sim,11.0,4.0
2025-01-01,SP,Coleta/Entrega,138025,Truck,260,260.0,1,sim,21.0,28.0
2025-01-01,BA,Diária,138033,Vanderleia,4550,325.0,14,nao,15.0,13.0
2025-01-01,SP,Ajudante,138034,,160,160.0,1,nao,17.0,443.0
2025-01-01,SC,Coleta/Entrega,138039,Toco,1300,260.0,5,sim,12.0,2.0
2025-01-01,SC,Coleta/Entrega,138040,Toco,1560,260.0,6,sim,8.0,1.0
2025-01-01,SP,Coleta/Entrega,138043,Utilitários,160,160.0,1,sim,8.0,1.0
2025-01-01,MS,Coleta/Entrega,138046,Toco,1150,230.0,5,sim,7.0,1.0
2025-01-01,RS,Diária,138048,Carreta,915,305.0,3,sim,7.0,5.0
2025-01-01,SP,Coleta/Entrega,138050,3/4,220,220.0,1,sim,5.0,1.0
2025-01-01,SP,Coleta/Entrega,138054,3/4,1175,235.0,5,nao,14.0,293.0
2025-01-01,DF,Diária,138062,Carreta,2440,305.0,8,sim,5.0,8.0
2025-01-01,SP,Diária,138065,Carreta,1220,305.0,4,sim,8.0,3.0
2025-01-01,MG,Ajudante,138078,,300,150.0,2,sim,3.0,2.0
2025-02-01,RJ,Coleta/Entrega,138080,Toco,460,230.0,2,sim,5.0,1.0
2025-01-01,SP,Coleta/Entrega,138086,Utilitários,518,172.66666666666666,3,sim,16.0,588.0
2025-01-01,SP,Coleta/Entrega,138090,Utilitários,320,160.0,2,nao,12.0,3.0
2025-01-01,SP,Ajudante,138105,,420,140.0,3,sim,14.0,1657.0
2025-01-01,SP,Ajudante,138107,,1400,140.0,10,sim,5.0,1.0
2025-01-01,MG,Coleta/Entrega,138123,Utilitários,640,160.0,4,sim,2.0,1.0
2025-01-01,SP,Ajudante,138124,,150,150.0,1,sim,10.0,2.0
2025-01-01,SP,Coleta/Entrega,138128,3/4,660,220.0,3,sim,24.0,276.0
2025-01-01,RS,Diária,138130,Vanderleia,2440,305.0,8,nao,5.0,4.0
2025-01-01,RS,Diária,138132,Vanderleia,5490,305.0,18,sim,6.0,6.0
2025-01-01,RS,Diária,138141,Rodotrem,1537,384.25,4,sim,2.0,4.0
2025-02-01,MG,Diária,138142,3/4,690,230.0,3,sim,10.0,13006.0
2025-02-01,MG,Coleta/Entrega,138143,3/4,220,220.0,1,nao,2.0,3.0
2025-02-01,MG,Coleta/Entrega,138144,3/4,220,220.0,1,nao,2.0,1.0
2025-01-01,SP,Coleta/Entrega,138148,3/4,1320,220.0,6,sim,10.0,3.0
2025-01-01,SP,Diária,138159,Carreta,305,305.0,1,nao,3.0,1.0
2025-01-01,SP,Ajudante,138163,,150,150.0,1,sim,4.0,1.0
2025-01-01,RS,Coleta/Entrega,138166,Carreta,1250,312.5,4,nao,33.0,1428.0
2025-01-01,SP,Diária,138167,Carreta,4270,305.0,14,sim,7.0,4.0
2025-02-01,GO,Diária,138170,Carreta,9750,375.0,26,sim,3.0,1.0
2025-01-01,GO,Coleta/Entrega,138171,Toco,230,230.0,1,sim,12.0,3.0
2025-01-01,SC,Diária,138172,Carreta,3965,305.0,13,sim,5.0,2.0
2025-01-01,SC,Diária,138174,Truck,1560,312.0,5,sim,1.0,1.0
2025-01-01,GO,Coleta/Entrega,138178,Bi-Truck,540,270.0,2,sim,3.0,1.0
2025-01-01,SC,Diária,138180,Carreta,1220,305.0,4,sim,4.0,28.0
2025-01-01,SP,Ajudante,138182,,150,150.0,1,sim,11.0,1037.0
2025-01-01,SP,Coleta/Entrega,138184,3/4,225,225.0,1,sim,12.0,2.0
2025-01-01,MG,Ajudante,138187,,280,140.0,2,nao,9.0,4.0
2025-01-01,SC,Coleta/Entrega,138193,Manobrista,5300,265.0,20,sim,11.0,2.0
2025-01-01,RS,Coleta/Entrega,138198,Truck,570,285.0,2,nao,24.0,2417.0
2025-01-01,SC,Coleta/Entrega,138200,Manobrista,5300,265.0,20,sim,9.0,2.0
2025-01-01,SP,Coleta/Entrega,138202,Carreta,1525,305.0,5,sim,12.0,2.0
2025-01-01,RS,Coleta/Entrega,138203,Toco,1610,230.0,7,nao,24.0,307.0
2025-01-01,SP,Coleta/Entrega,138204,Carreta,3050,305.0,10,sim,7.0,1.0
2025-01-01,SP,Ajudante,138205,,625,89.28571428571429,7,sim,8.0,4.0
2025-01-01,SP,Ajudante,138216,,720,180.0,4,sim,3.0,1.0
2025-01-01,MG,Coleta/Entrega,138220,Utilitários,960,240.0,4,nao,3.0,2.0
2025-01-01,GO,Coleta/Entrega,138222,Toco,235,235.0,1,sim,12.0,2.0
2025-01-01,ES,Diária,138224,Truck,1020,340.0,3,sim,3.0,1.0
2025-01-01,RJ,Coleta/Entrega,138227,Vanderleia,7320,305.0,24,sim,10.0,1.0
2025-01-01,SP,Diária,138228,Carreta,1830,305.0,6,sim,9.0,7.0
2025-01-01,SP,Ajudante,138229,,600,150.0,4,sim,10.0,4.0
2025-01-01,SP,Coleta/Entrega,138231,Truck,1200,300.0,4,nao,12.0,2.0
2025-02-01,SC,Coleta/Entrega,138234,3/4,1760,220.0,8,sim,6.0,1.0
2025-01-01,SP,Coleta/Entrega,138237,3/4,902,225.5,4,sim,4.0,1.0
2025-01-01,PR,Coleta/Entrega,138240,Rodotrem,1875,375.0,5,sim,12.0,2.0
2025-01-01,MG,Coleta/Entrega,138245,Bi-Truck,1113,278.25,4,sim,12.0,2.0
2025-01-01,SP,Coleta/Entrega,138286,Utilitários,160,160.0,1,nao,6.0,2.0
2025-01-01,SC,Coleta/Entrega,138289,Manobrista,5300,189.28571428571428,28,sim,6.0,4.0
2025-01-01,PR,Diária,138290,Truck,780,260.0,3,sim,4.0,1.0
2025-01-01,PR,Diária,138293,Truck,780,260.0,3,sim,4.0,1.0
2025-02-01,SP,Ajudante,138297,,1360,170.0,8,sim,20.0,1450.0
2025-01-01,RS,Diária,138302,Truck,780,260.0,3,sim,3.0,1.0
2025-01-01,MS,Ajudante,138310,,300,150.0,2,sim,15.0,122.0
2025-01-01,MG,Diária,138314,Toco,759,253.0,3,nao,8.0,57.0
2025-01-01,SP,Diária,138325,Carreta,1488,372.0,4,sim,4.0,1.0
2025-01-01,RJ,Diária,138328,Carreta,4727,295.4375,16,sim,2.0,1.0
2025-01-01,MG,Ajudante,138333,,150,150.0,1,nao,4.0,1.0
2025-01-01,MG,Ajudante,138334,,150,150.0,1,nao,7.0,2.0
2025-01-01,RS,Diária,138339,Truck,2210,245.55555555555554,9,sim,15.0,229.0
2025-01-01,SP,Coleta/Entrega,138344,Toco,465,232.5,2,sim,22.0,197.0
2025-02-01,SP,Coleta/Entrega,138347,Toco,235,235.0,1,sim,39.0,1400.0
2025-01-01,SP,Ajudante,138354,,1120,140.0,8,sim,4.0,1.0
2025-01-01,SP,Coleta/Entrega,138361,3/4,242,242.0,1,sim,6.0,1.0
2025-02-01,SP,Ajudante,138383,,850,170.0,5,sim,9.0,2.0
2025-01-01,SP,Ajudante,138384,,680,170.0,4,nao,6.0,1.0
2025-02-01,SP,Coleta/Entrega,138386,Utilitários,1280,160.0,8,sim,18.0,92.0
2025-01-01,SP,Coleta/Entrega,138396,Toco,253,253.0,1,sim,16.0,72.0
2025-01-01,SP,Coleta/Entrega,138398,Toco,235,235.0,1,sim,16.0,2822.0
2025-01-01,RJ,Diária,138401,3/4,440,220.0,2,nao,7.0,42.0
2025-01-01,RJ,Diária,138402,3/4,440,220.0,2,nao,2.0,1.0
2025-02-01,MG,Diária,138409,3/4,231,231.0,1,nao,11.0,20127.0
2025-02-01,SP,Ajudante,138412,,420,140.0,3,sim,21.0,6892.0
2025-01-01,SP,Ajudante,138416,,625,125.0,5,sim,3.0,1.0
2025-01-01,SP,Ajudante,138419,,320,160.0,2,sim,1.0,1.0
2025-01-01,SP,Coleta/Entrega,138422,Carreta,1220,305.0,4,sim,25.0,113.0
2025-01-01,SP,Coleta/Entrega,138423,Carreta,915,305.0,3,sim,11.0,115.0
2025-01-01,RS,Coleta/Entrega,138425,3/4,220,220.0,1,sim,6.0,1.0
2025-01-01,RS,Coleta/Entrega,138426,3/4,220,220.0,1,sim,3.0,1.0
2025-01-01,SP,Coleta/Entrega,138436,Toco,765,255.0,3,sim,4.0,1.0
2025-01-01,SP,Coleta/Entrega,138441,Rodotrem,1125,375.0,3,nao,12.0,2.0
2025-01-01,SC,Coleta/Entrega,138443,3/4,220,220.0,1,sim,12.0,3.0
2025-01-01,SP,Coleta/Entrega,138447,Romeu e Julieta,338,338.0,1,sim,11.0,1.0
2025-01-01,PE,Coleta/Entrega,138455,3/4,220,220.0,1,sim,10.0,1.0
2025-02-01,SP,Coleta/Entrega,138459,3/4,1320,220.0,6,sim,13.0,2.0
2025-02-01,MG,Ajudante,138468,,170,170.0,1,sim,3.0,2.0
2025-02-01,MG,Ajudante,138469,,300,150.0,2,sim,24.0,10.0
2025-02-01,MG,Ajudante,138470,,900,150.0,6,sim,6.0,1.0
2025-02-01,MG,Ajudante,138471,,600,150.0,4,sim,26.0,12570.0
2025-01-01,PB,Coleta/Entrega,138473,Toco,471,235.5,2,nao,23.0,1089.0
2025-01-01,SP,Coleta/Entrega,138476,Carreta,1525,381.25,4,sim,17.0,102.0
2025-02-01,SP,Coleta/Entrega,138477,3/4,1320,264.0,5,sim,7.0,1.0
2025-01-01,BA,Ajudante,138493,,150,150.0,1,nao,41.0,542.0
2025-01-01,BA,Ajudante,138494,,150,150.0,1,nao,25.0,55.0
2025-02-01,SP,Coleta/Entrega,138501,Toco,4370,230.0,19,sim,29.0,7429.0
2025-01-01,SP,Ajudante,138507,,280,140.0,2,sim,11.0,3.0
2025-01-01,GO,Diária,138513,Vanderleia,4270,305.0,14,sim,3.0,1.0
2025-01-01,RS,Diária,138514,Carreta,1098,366.0,3,sim,4.0,11.0
2025-01-01,SC,Ajudante,138515,,180,180.0,1,sim,11.0,3.0
2025-01-01,SC,Diária,138520,Toco,690,230.0,3,sim,5.0,18.0
2025-01-01,SP,Coleta/Entrega,138524,Truck,600,300.0,2,nao,5.0,1.0
2025-02-01,MG,Ajudante,138527,,150,150.0,1,sim,26.0,4064.0
2025-02-01,MG,Ajudante,138529,,150,150.0,1,sim,57.0,3029.0
2025-02-01,MG,Ajudante,138532,,150,150.0,1,sim,34.0,2457.0
2025-01-01,SP,Coleta/Entrega,138541,Carreta,1525,254.16666666666666,6,nao,6.0,11466.0
2025-01-01,MG,Diária,138545,Carreta,4575,305.0,15,sim,5.0,2.0
2025-01-01,PR,Diária,138555,Carreta,8082,299.3333333333333,27,sim,7.0,3.0
2025-01-01,RJ,Coleta/Entrega,138564,3/4,220,220.0,1,sim,12.0,2.0
2025-01-01,RJ,Coleta/Entrega,138565,3/4,225,225.0,1,sim,36.0,1433.0
2025-01-01,SP,Coleta/Entrega,138566,Manobrista,265,265.0,1,sim,12.0,2.0
2025-01-01,PR,Diária,138568,Bitrem,900,450.0,2,nao,4.0,2.0
2025-01-01,CE,Coleta/Entrega,138570,3/4,220,220.0,1,sim,5.0,1.0
2025-02-01,RS,Coleta/Entrega,138571,Toco,3450,230.0,15,sim,11.0,2.0
2025-01-01,SP,Ajudante,138582,,240,120.0,2,sim,5.0,2.0
2025-02-01,SP,Coleta/Entrega,138586,Toco,1414,235.66666666666666,6,sim,12.0,2.0
2025-02-01,SP,Ajudante,138588,,150,150.0,1,sim,29.0,11310.0
2025-01-01,SC,Diária,138590,Carreta,915,305.0,3,nao,16.0,14.0
2025-01-01,BA,Ajudante,138594,,150,150.0,1,nao,24.0,27.0
2025-02-01,GO,Coleta/Entrega,138596,Truck,370,370.0,1,nao,14.0,2925.0
2025-01-01,SP,Coleta/Entrega,138599,Truck,2600,260.0,10,sim,10.0,2.0
2025-01-01,SP,Coleta/Entrega,138614,3/4,902,150.33333333333334,6,sim,11.0,1.0
2025-01-01,DF,Ajudante,138617,,420,140.0,3,nao,15.0,988.0
2025-01-01,SP,Ajudante,138619,,150,150.0,1,sim,10.0,3.0
2025-01-01,SP,Diária,138623,Carreta,3355,305.0,11,sim,2.0,1.0
2025-01-01,PR,Diária,138627,Cavalinho,265,265.0,1,sim,4.0,3.0
2025-01-01,SP,Coleta/Entrega,138629,Carreta,305,305.0,1,nao,22.0,52.0
2025-01-01,PE,Coleta/Entrega,138633,3/4,220,220.0,1,sim,3.0,1.0
2025-01-01,SP,Coleta/Entrega,138635,Truck,276,276.0,1,sim,12.0,2.0
2025-02-01,MT,Coleta/Entrega,138636,Bi-Truck,1350,270.0,5,nao,18.0,6967.0
2025-01-01,GO,Coleta/Entrega,138643,Bi-Truck,810,270.0,3,sim,12.0,2.0
2025-01-01,SP,Coleta/Entrega,138644,Toco,230,230.0,1,sim,5.0,1.0
2025-01-01,RJ,Coleta/Entrega,138647,Carreta,305,305.0,1,nao,21.0,16.0
2025-02-01,PR,Diária,138655,Carreta,2275,455.0,5,sim,2.0,1.0
2025-01-01,SP,Coleta/Entrega,138666,Carreta,305,305.0,1,sim,11.0,3.0
2025-02-01,RS,Diária,138672,Truck,520,260.0,2,nao,6.0,1.0
2025-01-01,RS,Diária,138673,Truck,1348,269.6,5,sim,5.0,6.0
2025-01-01,PB,Coleta/Entrega,138676,Utilitários,336,168.0,2,nao,11.0,2.0
2025-02-01,SP,Coleta/Entrega,138685,3/4,2200,220.0,10,sim,12.0,2.0
2025-02-01,SP,Coleta/Entrega,138687,3/4,600,300.0,2,sim,9.0,3.0
2025-01-01,RS,Ajudante,138689,,338,169.0,2,sim,17.0,26.0
2025-02-01,SP,Ajudante,138699,,510,170.0,3,sim,15.0,264.0
2025-01-01,RS,Diária,138700,Truck,520,260.0,2,sim,6.0,21.0
2025-02-01,SP,Ajudante,138702,,510,170.0,3,sim,13.0,3.0
2025-01-01,SP,Ajudante,138709,,840,105.0,8,nao,27.0,266.0
2025-01-01,PB,Ajudante,138725,,300,150.0,2,nao,4.0,1.0
2025-01-01,MG,Ajudante,138737,,150,150.0,1,nao,5.0,1.0
2025-01-01,SP,Ajudante,138739,,150,150.0,1,nao,10.0,4.0
2025-01-01,MG,Diária,138741,Carreta,4575,305.0,15,sim,3.0,2.0
2025-01-01,MG,Coleta/Entrega,138742,Utilitários,984,164.0,6,nao,2.0,1.0
2025-01-01,PB,Ajudante,138743,,300,150.0,2,nao,8.0,3.0
2025-02-01,ES,Diária,138748,Bitrem,3555,395.0,9,sim,9.0,1473.0
2025-01-01,PR,Diária,138750,Carreta,610,305.0,2,sim,7.0,35.0
2025-02-01,SP,Coleta/Entrega,138752,Utilitários,160,160.0,1,sim,5.0,1.0
2025-01-01,SP,Ajudante,138760,,150,150.0,1,nao,11.0,3.0
2025-01-01,PR,Diária,138765,Truck,260,260.0,1,sim,3.0,1.0
2025-02-01,AL,Diária,138766,Carreta,17995,305.0,59,sim,1.0,1.0
2025-01-01,SP,Diária,138767,Carreta,10685,314.2647058823529,34,sim,4.0,4.0
2025-01-01,SP,Coleta/Entrega,138786,Truck,520,260.0,2,sim,11.0,2.0
2025-02-01,SP,Coleta/Entrega,138787,Truck,260,260.0,1,sim,21.0,261.0
2025-02-01,SP,Coleta/Entrega,138789,Truck,260,260.0,1,nao,9.0,2.0
2025-02-01,RS,Ajudante,138794,,2640,264.0,10,sim,8.0,5.0
2025-01-01,PR,Diária,138800,Carreta,650,325.0,2,sim,5.0,2.0
2025-02-01,SP,Coleta/Entrega,138801,Toco,230,230.0,1,sim,23.0,2535.0
2025-02-01,SP,Coleta/Entrega,138802,Toco,265,265.0,1,sim,13.0,192.0
2025-02-01,SP,Coleta/Entrega,138803,Toco,235,235.0,1,sim,27.0,263.0
2025-01-01,SC,Diária,138804,Vanderleia,1950,325.0,6,sim,1.0,1.0
2025-01-01,SC,Coleta/Entrega,138819,3/4,220,220.0,1,nao,12.0,2.0
2025-01-01,SP,Coleta/Entrega,138821,Carreta,305,305.0,1,sim,12.0,3.0
2025-01-01,SP,Coleta/Entrega,138822,Carreta,305,305.0,1,nao,6.0,1.0
2025-01-01,ES,Diária,138824,3/4,220,220.0,1,sim,4.0,1.0
2025-01-01,SP,Diária,138825,Carreta,10675,305.0,35,sim,8.0,2.0
2025-01-01,SP,Coleta/Entrega,138837,Carreta,305,305.0,1,sim,12.0,6.0
2025-01-01,GO,Coleta/Entrega,138838,Bi-Truck,276,276.0,1,sim,7.0,1.0
2025-01-01,SP,Coleta/Entrega,138846,Carreta,2135,266.875,8,nao,12.0,2.0
2025-02-01,SP,Coleta/Entrega,138852,Truck,1040,260.0,4,nao,28.0,1209.0
2025-01-01,SP,Diária,138856,Carreta,6405,305.0,21,sim,4.0,9.0
2025-01-01,RJ,Coleta/Entrega,138858,Carreta,4575,305.0,15,sim,11.0,1.0
2025-01-01,PR,Diária,138861,Vanderleia,1220,305.0,4,nao,4.0,3.0
2025-01-01,MT,Diária,138868,Carreta,10442,316.42424242424244,33,sim,6.0,2.0
2025-01-01,PR,Coleta/Entrega,138875,Manobrista,265,265.0,1,sim,12.0,2.0
2025-01-01,PR,Diária,138882,Utilitários,160,160.0,1,sim,2.0,4.0
2025-01-01,SP,Coleta/Entrega,138886,Toco,235,235.0,1,nao,12.0,1.0
2025-02-01,SP,Ajudante,138889,,160,160.0,1,nao,18.0,97.0
2025-01-01,SP,Diária,138894,Truck,2548,283.1111111111111,9,sim,13.0,5.0
2025-02-01,PR,Diária,138896,Carreta,2925,325.0,9,sim,17.0,409.0
2025-02-01,SC,Diária,138898,3/4,1320,220.0,6,sim,5.0,1.0
2025-01-01,SP,Diária,138900,Carreta,610,305.0,2,sim,7.0,6.0
2025-01-01,SP,Coleta/Entrega,138901,Utilitários,160,160.0,1,nao,4.0,1.0
2025-02-01,SP,Diária,138907,Carreta,305,305.0,1,sim,4.0,1.0
2025-01-01,SE,Diária,138913,Bi-Truck,2160,270.0,8,sim,5.0,2.0
2025-02-01,SP,Diária,138914,Utilitários,160,160.0,1,nao,3.0,1.0
2025-02-01,RS,Diária,138917,Carreta,1220,305.0,4,nao,4.0,4678.0
2025-01-01,RS,Diária,138923,Carreta,915,305.0,3,sim,7.0,3.0
2025-01-01,MG,Diária,138933,Carreta,15555,305.0,51,sim,7.0,2.0
2025-01-01,SP,Diária,138940,Bi-Truck,2700,270.0,10,sim,2.0,1.0
2025-02-01,SP,Ajudante,138947,,125,125.0,1,nao,5.0,1.0
2025-02-01,SP,Ajudante,138948,,125,125.0,1,nao,31.0,37.0
2025-01-01,RJ,Diária,138960,Truck,1560,260.0,6,sim,4.0,1.0
2025-02-01,SP,Ajudante,138963,,170,170.0,1,sim,7.0,2.0
2025-01-01,SP,Diária,138977,Carreta,10416,372.0,28,sim,4.0,2.0
2025-02-01,SC,Diária,138998,Carreta,3050,305.0,10,nao,4.0,1.0
2025-01-01,GO,Coleta/Entrega,139012,Carreta,610,305.0,2,sim,11.0,2.0
2025-02-01,SP,Ajudante,139013,,400,200.0,2,sim,6.0,2.0
2025-02-01,SC,Diária,139020,Bitrem,750,375.0,2,nao,5.0,41.0
2025-01-01,PR,Diária,139022,Carreta,10370,305.0,34,sim,8.0,3.0
2025-01-01,SP,Coleta/Entrega,139025,Toco,1650,275.0,6,sim,12.0,2.0
2025-01-01,PR,Diária,139026,Carreta,3250,325.0,10,sim,9.0,2.0
2025-02-01,SP,Diária,139028,Carreta,2135,305.0,7,nao,4.0,1.0
2025-02-01,RS,Diária,139066,Vanderleia,7150,325.0,22,sim,3.0,1.0
2025-02-01,SP,Coleta/Entrega,139067,Carreta,305,305.0,1,sim,22.0,154.0
2025-01-01,SC,Diária,139068,Carreta,1525,305.0,5,sim,8.0,2.0
2025-02-01,RJ,Coleta/Entrega,139069,Carreta,4270,305.0,14,sim,11.0,5.0
2025-02-01,SP,Coleta/Entrega,139074,Carreta,305,305.0,1,sim,12.0,1.0
2025-02-01,MG,Diária,139076,Rodotrem,3160,395.0,8,sim,6.0,2.0
2025-02-01,SC,Diária,139077,Vanderleia,5525,325.0,17,sim,2.0,1.0
2025-02-01,SP,Coleta/Entrega,139089,Romeu e Julieta,338,338.0,1,sim,11.0,2.0
2025-02-01,PR,Diária,139090,Carreta,11537,320.47222222222223,36,sim,5.0,1.0
2025-02-01,SP,Diária,139094,Carreta,2600,325.0,8,sim,2.0,1.0
2025-02-01,SP,Ajudante,139095,,150,150.0,1,nao,8.0,29.0
2025-02-01,SP,Diária,139110,Carreta,9150,305.0,30,sim,6.0,2.0
2025-02-01,SC,Diária,139116,Carreta,3965,305.0,13,sim,5.0,1.0
2025-02-01,PR,Diária,139143,Carreta,610,305.0,2,nao,5.0,1.0
2025-02-01,MG,Diária,139145,Carreta,9150,305.0,30,sim,14.0,8572.0
2025-02-01,RS,Coleta/Entrega,139146,Carreta,937,234.25,4,sim,24.0,97.0
2025-01-01,RJ,Coleta/Entrega,139150,Carreta,610,305.0,2,sim,24.0,43.0
2025-01-01,ES,Diária,139172,Carreta,406,406.0,1,nao,13.0,37.0
2025-02-01,SP,Coleta/Entrega,139208,Carreta,632,210.66666666666666,3,sim,12.0,2.0
2025-02-01,RJ,Coleta/Entrega,139231,Truck,1911,273.0,7,sim,12.0,2.0
2025-02-01,SP,Coleta/Entrega,139236,3/4,220,220.0,1,nao,36.0,3180.0
2025-02-01,SP,Coleta/Entrega,139258,3/4,1100,220.0,5,sim,12.0,2.0
2025-02-01,SP,Coleta/Entrega,139270,Utilitários,1440,160.0,9,sim,3.0,1.0
2025-02-01,MG,Coleta/Entrega,139275,Utilitários,480,96.0,5,nao,13.0,4232.0
2025-02-01,SP,Coleta/Entrega,139283,Truck,1911,238.875,8,sim,8.0,1.0
2025-02-01,SP,Coleta/Entrega,139285,Toco,465,232.5,2,sim,12.0,2.0
2025-02-01,RS,Coleta/Entrega,139297,Toco,920,230.0,4,sim,12.0,2.0
2025-01-01,MT,Coleta/Entrega,139300,Carreta,2135,305.0,7,sim,11.0,2.0
2025-02-01,SP,Coleta/Entrega,139313,3/4,1100,220.0,5,sim,11.0,4.0
2025-02-01,PR,Coleta/Entrega,139335,Toco,1610,230.0,7,sim,6.0,1.0
2025-02-01,RJ,Coleta/Entrega,139336,3/4,253,253.0,1,sim,4.0,14.0
2025-02-01,MA,Diária,139349,Carreta,4875,325.0,15,sim,3.0,50.0
2025-02-01,RS,Coleta/Entrega,139352,Bi-Truck,540,270.0,2,sim,12.0,2.0
2025-02-01,PR,Coleta/Entrega,139362,Toco,1380,230.0,6,sim,12.0,2.0
2025-02-01,PR,Coleta/Entrega,139363,Toco,1380,230.0,6,sim,12.0,2.0
2025-02-01,PR,Diária,139376,Utilitários,220,220.0,1,sim,38.0,34.0
2025-02-01,RS,Coleta/Entrega,139382,Bi-Truck,600,300.0,2,nao,8.0,1.0
2025-02-01,SP,Coleta/Entrega,139388,Carreta,915,305.0,3,sim,12.0,1.0
2025-02-01,SC,Coleta/Entrega,139442,Truck,6240,260.0,24,sim,9.0,1.0
2025-02-01,MG,Ajudante,139458,,150,150.0,1,sim,42.0,4115.0
2025-02-01,MG,Ajudante,139459,,150,150.0,1,sim,6.0,11.0
2025-02-01,SP,Coleta/Entrega,139473,Truck,260,260.0,1,nao,11.0,279.0
2025-02-01,PE,Diária,139496,Carreta,4620,330.0,14,sim,13.0,8.0
2025-02-01,SP,Coleta/Entrega,139497,Utilitários,164,164.0,1,nao,2.0,1.0
2025-02-01,RS,Diária,139501,Vanderleia,2440,305.0,8,nao,2.0,1.0
2025-02-01,MG,Diária,139502,Carreta,5525,325.0,17,sim,8.0,4.0
2025-02-01,MG,Diária,139508,Toco,460,230.0,2,nao,3.0,1.0
2025-02-01,SP,Diária,139523,Carreta,7512,341.45454545454544,22,sim,7.0,10.0
2025-02-01,MG,Diária,139529,Carreta,4270,305.0,14,sim,1.0,1.0
2025-02-01,MS,Ajudante,139538,,750,150.0,5,sim,13.0,6.0
2025-02-01,MG,Diária,139539,Carreta,4575,305.0,15,sim,17.0,8.0
2025-02-01,SP,Diária,139542,Carreta,1525,305.0,5,sim,7.0,6.0
2025-02-01,MG,Coleta/Entrega,139545,Utilitários,480,160.0,3,sim,3.0,67.0
2025-02-01,SP,Diária,139548,3/4,220,220.0,1,nao,15.0,33.0
2025-02-01,PR,Diária,139553,Carreta,1220,305.0,4,sim,9.0,2.0
2025-02-01,RJ,Diária,139557,Carreta,14945,305.0,49,sim,3.0,1.0
2025-02-01,SC,Diária,139565,Carreta,4880,305.0,16,sim,3.0,1.0
2025-02-01,SP,Ajudante,139571,,560,140.0,4,sim,8.0,14.0
2025-02-01,SP,Diária,139582,Carreta,372,372.0,1,sim,6.0,10.0
2025-02-01,SP,Diária,139583,Carreta,4575,305.0,15,sim,1.0,1.0
2025-02-01,SC,Diária,139589,Toco,1200,240.0,5,sim,33.0,13.0
2025-02-01,PR,Diária,139590,Carreta,3965,305.0,13,sim,6.0,2.0
2025-02-01,RJ,Diária,139615,Carreta,1220,305.0,4,nao,5.0,1.0
2025-02-01,SP,Coleta/Entrega,139621,Truck,1300,260.0,5,sim,12.0,2.0
2025-02-01,SP,Ajudante,139628,,120,120.0,1,nao,20.0,33.0
