mes,uf,de_type,freight_id,price,contract_days,encontrou_motorista,qt_atividades_falcon,qt_horas_falcon,uf_ajustado,sucesso,resultado,esforco,eficiencia
2025-01-01,SP,Coleta/Entrega,138436,765,3,1,4.0,1.0,SP,1,0.8095696080788651,0.12457573531723086,0.6925852427079927
2025-01-01,SP,Coleta/Entrega,138441,1125,3,0,12.0,2.0,SP,0,0.13248377013705218,0.35145835660848695,0.0379455531757797
2025-01-01,SC,Coleta/Entrega,138443,220,1,1,12.0,3.0,SC,1,0.5979802837220485,0.4690355659196133,0.1339718643882401
2025-01-01,SP_RM,Coleta/Entrega,138447,338,1,1,11.0,1.0,SP_RM,1,0.7691752825198366,0.33987976063213565,0.23964462687789512
2025-01-01,PE,Coleta/Entrega,138455,220,1,1,10.0,1.0,PE,1,0.7714835296946381,0.23135153265701897,0.3542397104724261
2025-02-01,SP_RM,Coleta/Entrega,138459,1320,6,1,13.0,2.0,SP_RM,1,0.6386705384060518,0.46181827991767616,0.14552474141218358
2025-02-01,MG,Ajudante,138468,170,1,1,3.0,2.0,MG,1,0.703774945900457,0.2611512736065331,0.28582198638651346
2025-02-01,MG,Ajudante,138470,900,6,1,6.0,1.0,MG,1,0.7884106756431836,0.2722863606703866,0.30727663485241286
2025-02-01,SP_RM,Coleta/Entrega,138477,1320,5,1,7.0,1.0,SP_RM,1,0.7823652663758459,0.23536102981595822,0.3531089682456231
2025-01-01,SP_RM,Ajudante,138507,280,2,1,11.0,3.0,SP_RM,1,0.5999038230343833,0.6979703787372813,0.08954788359104443
2025-01-01,GO,Diária,138513,4270,14,1,3.0,1.0,GO,1,0.8307285405145467,0.06609671586413282,1.0
2025-01-01,RS,Diária,138514,1098,3,1,4.0,11.0,RS,1,0.5787448905987016,0.6054384963346845,0.09985809685542583
2025-01-01,SC,Ajudante,138515,180,1,1,11.0,3.0,SC,1,0.5999038230343833,0.5867519769103919,0.10696995889155812
2025-01-01,SC,Diária,138520,690,3,1,5.0,18.0,SC,1,0.5570730143463973,0.8255334750631418,0.06979703988296715
2025-01-01,SP,Coleta/Entrega,138524,600,2,0,5.0,1.0,SP,0,0.2890598701610964,0.14584598106328614,0.20958132343227073
2025-01-01,MG,Diária,138545,4575,15,1,5.0,2.0,MG,1,0.6699206540033662,0.15825678476922556,0.4503177067996394
2025-01-01,PR,Diária,138555,8082,27,1,7.0,3.0,PR,1,0.6130938068903926,0.24855111663766566,0.261416224975275
2025-01-01,RJ,Coleta/Entrega,138564,220,1,1,12.0,2.0,RJ,1,0.6402981485934119,0.3741678630625322,0.18063378922075657
2025-01-01,SP_RM,Coleta/Entrega,138566,265,1,1,12.0,2.0,SP_RM,1,0.6402981485934119,0.4356885972136318,0.1547936863461989
2025-01-01,PR,Diária,138568,900,2,0,4.0,2.0,PR,0,0.17480163500841547,0.14814646477839927,0.12381378287702653
2025-01-01,CE,Coleta/Entrega,138570,220,1,1,5.0,1.0,CE,1,0.796874248617456,0.15670144112280499,0.5414481744297941
2025-02-01,RS,Coleta/Entrega,138571,3450,15,1,11.0,2.0,RS,1,0.6422216879057465,0.36540420137979496,0.1855856809834707
2025-01-01,SP_RM,Ajudante,138582,240,2,1,5.0,2.0,SP_RM,1,0.6699206540033662,0.37174049584422475,0.19035020578518588
2025-02-01,SP_RM,Coleta/Entrega,138586,1414,6,1,12.0,2.0,SP_RM,1,0.6402981485934119,0.4356885972136318,0.1547936863461989
2025-01-01,SC,Diária,138590,915,3,0,16.0,14.0,SC,0,0.018376670216054682,0.8308338485100156,0.0
2025-01-01,SP,Coleta/Entrega,138599,2600,10,1,10.0,2.0,SP,1,0.6445299350805482,0.3089178651163764,0.2207519933596884
2025-01-01,SP_RM,Coleta/Entrega,138614,902,6,1,11.0,1.0,SP_RM,1,0.7691752825198366,0.33987976063213565,0.23964462687789512
2025-01-01,SP_RM,Ajudante,138619,150,1,1,10.0,3.0,SP_RM,1,0.6022120702091849,0.6603284691726977,0.09516119240969911
2025-01-01,SP,Diária,138623,3355,11,1,2.0,1.0,SP,1,0.8730464053859102,0.07593556938648888,1.0
2025-01-01,PR,Diária,138627,265,1,1,4.0,3.0,PR,1,0.6402981485934119,0.19539571271217165,0.34806397393640115
2025-01-01,PE,Coleta/Entrega,138633,220,1,1,3.0,1.0,PE,1,0.8307285405145467,0.09397979190482722,0.942908919666213
2025-01-01,SP,Coleta/Entrega,138635,276,1,1,12.0,2.0,SP,1,0.6402981485934119,0.35145835660848695,0.19245828810159007
2025-01-01,GO,Coleta/Entrega,138643,810,3,1,12.0,2.0,GO,1,0.6402981485934119,0.37576249661379196,0.17985719100671502
2025-01-01,SP,Coleta/Entrega,138644,230,1,1,5.0,1.0,SP,1,0.796874248617456,0.14584598106328614,0.5819247469273884
2025-02-01,PR,Diária,138655,2275,5,1,2.0,1.0,PR,1,0.8730464053859102,0.06546028089429752,1.0
2025-01-01,SP_RM,Coleta/Entrega,138666,305,1,1,11.0,3.0,SP_RM,1,0.5999038230343833,0.4792380683870392,0.131498604559783
2025-02-01,RS,Diária,138672,520,2,0,6.0,1.0,RS,0,0.2805962971868237,0.14466684083456285,0.20505253802554727
2025-01-01,RS,Diária,138673,1348,5,1,5.0,6.0,RS,1,0.5852849242606396,0.3750526685846237,0.16451621899506413
2025-01-01,PB,Coleta/Entrega,138676,336,2,0,11.0,2.0,PB,0,0.13440730944938684,0.30372058520521167,0.04495874311034864
2025-02-01,SP_RM,Coleta/Entrega,138685,2200,10,1,12.0,2.0,SP_RM,1,0.6402981485934119,0.4356885972136318,0.1547936863461989
2025-02-01,SP_RM,Coleta/Entrega,138687,600,2,1,9.0,3.0,SP_RM,1,0.6050332612006091,0.42697870297895035,0.14916734489586228
2025-02-01,SP,Ajudante,138702,510,3,1,13.0,3.0,SP,1,0.5963526735346885,0.6123968374748097,0.10177130174080128
2025-01-01,PB,Ajudante,138725,300,2,0,4.0,1.0,PB,0,0.3017552296225054,0.16145957793478266,0.1974939060890855
2025-01-01,MG,Ajudante,138737,150,1,0,5.0,1.0,MG,0,0.2890598701610964,0.23888109947882616,0.12703616170458978
2025-01-01,SP_RM,Ajudante,138739,150,1,0,10.0,4.0,SP_RM,0,0.07323875931714353,0.7607068946782537,0.00793042384985212
2025-01-01,MG,Diária,138741,4575,15,1,3.0,2.0,MG,1,0.703774945900457,0.12429239359005849,0.6031462231239288
2025-01-01,MG,Coleta/Entrega,138742,984,6,0,2.0,1.0,MG,0,0.36523202692955037,0.10033862588209522,0.38688940187623383
2025-01-01,PB,Ajudante,138743,300,2,0,8.0,3.0,PB,0,0.10074537148352967,0.41161925122920423,0.02380824952809452
2025-02-01,SP_RM,Coleta/Entrega,138752,160,1,1,5.0,1.0,SP_RM,1,0.796874248617456,0.18310166440786946,0.4630392908472119
2025-01-01,SP_RM,Ajudante,138760,150,1,0,11.0,3.0,SP_RM,0,0.09208944457802352,0.6979703787372813,0.011744020352102298
2025-01-01,PR,Diária,138765,260,1,1,3.0,1.0,PR,1,0.8307285405145467,0.08317874886946215,1.0
2025-01-01,SP,Diária,138767,10685,34,1,4.0,4.0,SP,1,0.6191392161577302,0.27556729590711687,0.23790152137403514
2025-01-01,SP_RM,Coleta/Entrega,138786,520,2,1,11.0,2.0,SP_RM,1,0.6422216879057465,0.4095589145095875,0.16532260954242176
2025-02-01,SP_RM,Coleta/Entrega,138789,260,1,0,9.0,2.0,SP_RM,0,0.13953674761561272,0.3572995491014987,0.0393974715529442
2025-02-01,RS,Ajudante,138794,2640,10,1,8.0,5.0,RS,1,0.5747054580427987,0.7402202493560163,0.08066135337386743
2025-01-01,PR,Diária,138800,650,2,1,5.0,2.0,PR,1,0.6699206540033662,0.1658649327535639,0.42955334611970525
2025-01-01,SC,Diária,138804,1950,6,1,1.0,1.0,SC,1,1.0,0.04107820492580841,1.0
2025-01-01,SC,Coleta/Entrega,138819,220,1,0,12.0,2.0,SC,0,0.13248377013705218,0.4042007033983577,0.032685570063987514
2025-01-01,SP_RM,Coleta/Entrega,138821,305,1,1,12.0,3.0,SP_RM,1,0.5979802837220485,0.5053677510910835,0.12417023575991357
2025-01-01,SP_RM,Coleta/Entrega,138822,305,1,0,6.0,1.0,SP_RM,0,0.2805962971868237,0.2092313471119138,0.14104764421607582
2025-01-01,ES,Diária,138824,220,1,1,4.0,1.0,ES,1,0.8095696080788651,0.07170895899105592,1.0
2025-01-01,SP_RM,Diária,138825,10675,35,1,8.0,2.0,SP_RM,1,0.6508776148112527,0.24214579979155867,0.2850802296638393
2025-01-01,SP_RM,Coleta/Entrega,138837,305,1,1,12.0,6.0,SP_RM,1,0.5556624188506852,0.7144052127234387,0.08081099721717126
2025-01-01,GO,Coleta/Entrega,138838,276,1,1,7.0,1.0,GO,1,0.7823652663758459,0.20194070448143217,0.4119384431887347
2025-01-01,SP_RM,Coleta/Entrega,138846,2135,8,0,12.0,2.0,SP_RM,0,0.13248377013705218,0.4356885972136318,0.030152389237657083
2025-01-01,SP_RM,Diária,138856,6405,21,1,4.0,9.0,SP_RM,1,0.5838743287649275,0.527454672851058,0.11601172074578124
2025-01-01,RJ,Coleta/Entrega,138858,4575,15,1,11.0,1.0,RJ,1,0.7691752825198366,0.2913730279360764,0.2799335678345207
2025-01-01,PR,Diária,138861,1220,4,0,4.0,3.0,PR,0,0.13248377013705218,0.19539571271217165,0.07014184791666626
2025-01-01,MT,Diária,138868,10442,33,1,6.0,2.0,MT,1,0.6614570810290935,0.13817845472362786,0.5095457457936623
2025-01-01,PR,Coleta/Entrega,138875,265,1,1,12.0,2.0,PR,1,0.6402981485934119,0.30510570812987675,0.22205651896078907
2025-01-01,PR,Diária,138882,160,1,1,2.0,4.0,PR,1,0.6826160134647752,0.20720802469561478,0.3499269299720068
2025-01-01,SP_RM,Coleta/Entrega,138886,235,1,0,12.0,1.0,SP_RM,0,0.2594373647511421,0.36600944333618013,0.073435433349889
2025-01-01,SP_RM,Diária,138894,2548,9,1,13.0,5.0,SP_RM,1,0.5624983816375978,0.4950332100033876,0.11914696346158589
2025-02-01,SC,Diária,138898,1320,6,1,5.0,1.0,SC,1,0.796874248617456,0.10468268628829488,0.8116791045180627
2025-01-01,SP_RM,Diária,138900,610,2,1,7.0,6.0,SP_RM,1,0.5707759420190293,0.4301902843080469,0.13952026996742106
2025-01-01,SP_RM,Coleta/Entrega,138901,160,1,0,4.0,1.0,SP_RM,0,0.3017552296225054,0.15697198170382504,0.20320758441362957
2025-02-01,SP_RM,Diária,138907,305,1,1,4.0,1.0,SP_RM,1,0.8095696080788651,0.11245994840087724,0.7674552100528915
2025-01-01,SE,Diária,138913,2160,8,1,5.0,2.0,"(AL, DF, PA, RN, SE)",1,0.6699206540033662,0.29301333993380957,0.24212922543229856
2025-02-01,SP_RM,Diária,138914,160,1,0,3.0,1.0,SP_RM,0,0.322914162058187,0.09300707069227504,0.36891703698583556
2025-01-01,RS,Diária,138923,915,3,1,7.0,3.0,RS,1,0.6130938068903926,0.2629730767062157,0.24694992814454075
2025-01-01,MG,Diária,138933,15555,51,1,7.0,2.0,MG,1,0.6554116717617559,0.19222117594839258,0.3622594164348698
2025-01-01,SP_RM,Diária,138940,2700,10,1,2.0,1.0,SP_RM,1,0.8730464053859102,0.07355419298367283,1.0
2025-02-01,SP_RM,Ajudante,138947,125,1,0,5.0,1.0,SP_RM,0,0.2890598701610964,0.2713620703386688,0.1115473167629474
2025-01-01,RJ,Diária,138960,1560,6,1,4.0,1.0,RJ,1,0.8095696080788651,0.099163852443141,0.8706743477575334
2025-02-01,SP_RM,Ajudante,138963,170,1,1,7.0,2.0,SP_RM,1,0.6554116717617559,0.4470243149733917,0.1544239171053606
2025-01-01,SP_RM,Diária,138977,10416,28,1,4.0,2.0,SP_RM,1,0.6826160134647752,0.16433428895714985,0.441837656367768
2025-02-01,SC,Diária,138998,3050,10,0,4.0,1.0,SC,0,0.3017552296225054,0.08878156594767325,0.3611018516129012
2025-01-01,GO,Coleta/Entrega,139012,610,2,1,11.0,2.0,GO,1,0.6422216879057465,0.35309008894435373,0.1921405222427193
2025-02-01,SP,Ajudante,139013,400,2,1,6.0,2.0,SP,1,0.6614570810290935,0.32257049662601917,0.21692033968777333
2025-01-01,PR,Diária,139022,10370,34,1,8.0,3.0,PR,1,0.6085597499398894,0.26626958461283023,0.24204236865631135
2025-01-01,SP,Coleta/Entrega,139025,1650,6,1,12.0,2.0,SP,1,0.6402981485934119,0.35145835660848695,0.19245828810159007
2025-01-01,PR,Diária,139026,3250,10,1,9.0,2.0,PR,1,0.6473511260719724,0.2367388046542225,0.29005237590658367
2025-02-01,SP,Diária,139028,2135,7,0,4.0,1.0,SP,0,0.3017552296225054,0.11586191469061445,0.276148852303972
2025-02-01,RS,Diária,139066,7150,22,1,3.0,1.0,RS,1,0.8307285405145467,0.08862704489535887,1.0
2025-01-01,SC,Diária,139068,1525,5,1,8.0,2.0,SC,1,0.6508776148112527,0.1947890348851507,0.35496347678002155
2025-02-01,RJ,Coleta/Entrega,139069,4270,14,1,11.0,5.0,RJ,1,0.5660495311372926,0.5322307301221297,0.11136800453719603
2025-02-01,SP,Coleta/Entrega,139074,305,1,1,12.0,1.0,SP,1,0.7672517432075018,0.29473770128567295,0.27601298545376335
2025-02-01,MG,Diária,139076,3160,8,1,6.0,2.0,MG,1,0.6614570810290935,0.17523898035880905,0.40128391780520806
2025-02-01,SC,Diária,139077,5525,17,1,2.0,1.0,SC,1,0.8730464053859102,0.056979325266430035,1.0
2025-02-01,SP_RM,Coleta/Entrega,139089,338,1,1,11.0,2.0,SP_RM,1,0.6422216879057465,0.4095589145095875,0.16532260954242176
2025-02-01,PR,Diária,139090,11537,36,1,5.0,1.0,PR,1,0.796874248617456,0.11861568481979148,0.716058702568584
2025-02-01,SP,Diária,139094,2600,8,1,2.0,1.0,SP,1,0.8730464053859102,0.07593556938648888,1.0
2025-02-01,SP,Diária,139110,9150,30,1,6.0,2.0,SP,1,0.6614570810290935,0.20902338706690754,0.3360421788127208
2025-02-01,SC,Diária,139116,3965,13,1,5.0,1.0,SC,1,0.796874248617456,0.10468268628829488,0.8116791045180627
2025-02-01,PR,Diária,139143,610,2,0,5.0,1.0,PR,0,0.2890598701610964,0.11861568481979148,0.2582373615325198
2025-02-01,SP,Coleta/Entrega,139208,632,3,1,12.0,2.0,SP,1,0.6402981485934119,0.35145835660848695,0.19245828810159007
2025-02-01,RJ,Coleta/Entrega,139231,1911,7,1,12.0,2.0,RJ,1,0.6402981485934119,0.3741678630625322,0.18063378922075657
2025-02-01,SP_RM,Coleta/Entrega,139258,1100,5,1,12.0,2.0,SP_RM,1,0.6402981485934119,0.4356885972136318,0.1547936863461989
2025-02-01,SP,Coleta/Entrega,139270,1440,9,1,3.0,1.0,SP,1,0.8307285405145467,0.10330548957117562,0.8575761692085343
2025-02-01,SP,Coleta/Entrega,139283,1911,8,1,8.0,1.0,SP,1,0.7778312094253426,0.2096567183014519,0.39437813015346795
2025-02-01,SP_RM,Coleta/Entrega,139285,465,2,1,12.0,2.0,SP_RM,1,0.6402981485934119,0.4356885972136318,0.1547936863461989
2025-02-01,RS,Coleta/Entrega,139297,920,4,1,12.0,2.0,RS,1,0.6402981485934119,0.38883053430038267,0.17373295399586558
2025-01-01,MT,Coleta/Entrega,139300,2135,7,1,11.0,2.0,MT,1,0.6422216879057465,0.30855056761544225,0.22021759298241086
2025-02-01,SP_RM,Coleta/Entrega,139313,1100,5,1,11.0,4.0,SP_RM,1,0.5787448905987016,0.5489172222644908,0.11038390341218335
2025-02-01,PR,Coleta/Entrega,139335,1610,7,1,6.0,1.0,PR,1,0.7884106756431836,0.14393990257003628,0.5833741214176836
2025-02-01,RJ,Coleta/Entrega,139336,253,1,1,4.0,14.0,RJ,1,0.5737986466526981,0.916097692981152,0.06461558872439002
2025-02-01,RS,Coleta/Entrega,139352,540,2,1,12.0,2.0,RS,1,0.6402981485934119,0.38883053430038267,0.17373295399586558
2025-02-01,PR,Coleta/Entrega,139362,1380,6,1,12.0,2.0,PR,1,0.6402981485934119,0.30510570812987675,0.22205651896078907
2025-02-01,PR,Coleta/Entrega,139363,1380,6,1,12.0,2.0,PR,1,0.6402981485934119,0.30510570812987675,0.22205651896078907
2025-02-01,RS,Coleta/Entrega,139382,600,2,0,8.0,1.0,RS,0,0.2700168309689829,0.23265498149646466,0.12174609254292386
2025-02-01,SP_RM,Coleta/Entrega,139388,915,3,1,12.0,1.0,SP_RM,1,0.7672517432075018,0.36600944333618013,0.22180535352768357
2025-02-01,SC,Coleta/Entrega,139442,6240,24,1,9.0,1.0,SC,1,0.7743047206860623,0.26642662054068933,0.308424999139935
2025-02-01,PE,Diária,139496,4620,14,1,13.0,8.0,PE,1,0.5434553424454843,0.5188193773203605,0.10965090204756392
2025-02-01,SP,Coleta/Entrega,139497,164,1,0,2.0,1.0,SP,0,0.36523202692955037,0.08203524382512037,0.47373838471207896
2025-02-01,RS,Diária,139501,2440,8,0,2.0,1.0,RS,0,0.36523202692955037,0.06994711291562423,0.5560177440593159
2025-02-01,MG,Diária,139502,5525,17,1,8.0,4.0,MG,1,0.5874008175042077,0.29977508134908826,0.2071772294963826
2025-02-01,MG,Diária,139508,460,2,0,3.0,1.0,MG,0,0.322914162058187,0.07900653868450241,0.4347109610906224
2025-02-01,SP,Diária,139523,7512,22,1,7.0,10.0,SP,1,0.553848796070484,0.6548675762963102,0.08807685445313478
2025-02-01,MG,Diária,139529,4270,14,1,1.0,1.0,MG,1,1.0,0.04504214750533539,1.0
2025-02-01,MS,Ajudante,139538,750,5,1,13.0,6.0,MS,1,0.5540348086633251,0.8106253693899528,0.07072336580072086
2025-02-01,MG,Diária,139539,4575,15,1,17.0,8.0,MG,1,0.5388597372105851,0.6337582612775641,0.08856011100699267
2025-02-01,SP_RM,Diária,139542,1525,5,1,7.0,6.0,SP_RM,1,0.5707759420190293,0.4301902843080469,0.13952026996742106
2025-02-01,PR,Diária,139553,1220,4,1,9.0,2.0,PR,1,0.6473511260719724,0.2367388046542225,0.29005237590658367
2025-02-01,RJ,Diária,139557,14945,49,1,3.0,1.0,RJ,1,0.8307285405145467,0.08170538912819922,1.0
2025-02-01,SC,Diária,139565,4880,16,1,3.0,1.0,SC,1,0.8307285405145467,0.07288044560705165,1.0
2025-02-01,SP,Diária,139582,372,1,1,6.0,10.0,SP,1,0.5598942053378216,0.6349044036442475,0.09193884989866773
2025-02-01,SP_RM,Diária,139583,4575,15,1,1.0,1.0,SP_RM,1,1.0,0.05410131527507061,1.0
2025-02-01,PR,Diária,139590,3965,13,1,6.0,2.0,PR,1,0.6614570810290935,0.18358340072872853,0.3829368410957849
2025-02-01,RJ,Diária,139615,1220,4,0,5.0,1.0,RJ,0,0.2890598701610964,0.1166223157580828,0.2626917172434036
2025-02-01,SP_RM,Coleta/Entrega,139621,1300,5,1,12.0,2.0,SP_RM,1,0.6402981485934119,0.4356885972136318,0.1547936863461989
2025-02-01,SP_RM,Coleta/Entrega,139629,260,1,1,12.0,1.0,SP_RM,1,0.7672517432075018,0.36600944333618013,0.22180535352768357
2025-02-01,SP_RM,Coleta/Entrega,139630,780,3,1,5.0,1.0,SP_RM,1,0.796874248617456,0.18310166440786946,0.4630392908472119
2025-02-01,PR,Coleta/Entrega,139635,750,2,1,12.0,2.0,PR,1,0.6402981485934119,0.30510570812987675,0.22205651896078907
2025-02-01,SP_RM,Ajudante,139637,150,1,1,1.0,1.0,SP_RM,1,1.0,0.1207944320803351,0.88292609941228
2025-02-01,SP,Coleta/Entrega,139643,1440,6,1,8.0,2.0,SP,1,0.6508776148112527,0.2663773736242659,0.2589321472527095
2025-02-01,SP_RM,Diária,139665,1220,4,1,1.0,1.0,SP_RM,1,1.0,0.05410131527507061,1.0
2025-02-01,RS,Diária,139673,1830,6,0,1.0,1.0,RS,0,0.49218562154364026,0.05126718093588957,1.0
2025-02-01,SC,Coleta/Entrega,139674,1040,4,1,11.0,2.0,SC,1,0.6422216879057465,0.3798876299528868,0.1784199446981942
2025-02-01,SC,Coleta/Entrega,139691,263,1,1,8.0,1.0,SC,1,0.7778312094253426,0.24211354709521848,0.34119220286536733
2025-02-01,SP_RM,Coleta/Entrega,139700,1250,7,1,14.0,4.0,SP_RM,1,0.5737986466526981,0.627306270376624,0.09545141227158502
2025-02-01,SP_RM,Diária,139705,1300,5,1,1.0,1.0,SP_RM,1,1.0,0.05410131527507061,1.0
2025-02-01,SP,Diária,139707,2440,8,1,7.0,3.0,SP,1,0.6130938068903926,0.28222168679113785,0.22994566591324858
2025-02-01,SP_RM,Coleta/Entrega,139708,1105,5,1,8.0,1.0,SP_RM,1,0.7778312094253426,0.26149071252000256,0.31573366762234967
2025-02-01,MT,Diária,139713,305,1,1,1.0,1.0,MT,1,1.0,0.03305197744689441,1.0
2025-02-01,SP,Diária,139720,1220,4,1,20.0,10.0,SP,1,0.5302716999278673,0.9143888207731266,0.059650267003962615
2025-02-01,SP,Coleta/Entrega,139722,276,1,1,12.0,1.0,SP,1,0.7672517432075018,0.29473770128567295,0.27601298545376335
2025-02-01,SP,Coleta/Entrega,139736,305,1,1,12.0,1.0,SP,1,0.7672517432075018,0.29473770128567295,0.27601298545376335
2025-02-01,SP,Coleta/Entrega,139739,1555,5,1,4.0,1.0,SP,1,0.8095696080788651,0.12457573531723086,0.6925852427079927
2025-02-01,PR,Coleta/Entrega,139740,1500,4,1,12.0,2.0,PR,1,0.6402981485934119,0.30510570812987675,0.22205651896078907
2025-02-01,SP_RM,Coleta/Entrega,139742,690,3,1,12.0,2.0,SP_RM,1,0.6402981485934119,0.4356885972136318,0.1547936863461989
2025-02-01,SP_RM,Coleta/Entrega,139745,230,1,1,4.0,1.0,SP_RM,1,0.8095696080788651,0.15697198170382504,0.5491597174163869
2025-02-01,CE,Coleta/Entrega,139750,880,4,1,11.0,2.0,CE,1,0.6422216879057465,0.35331496055445005,0.19201672664452626
2025-02-01,RJ,Coleta/Entrega,139752,445,2,1,12.0,1.0,RJ,1,0.7672517432075018,0.3139534375160189,0.25897465103480605
2025-02-01,SP,Diária,139757,305,1,1,7.0,11.0,SP,1,0.5515405488956824,0.7081027033684775,0.08092882437365546
2025-02-01,MG,Coleta/Entrega,139770,840,3,0,1.0,1.0,MG,0,0.49218562154364026,0.07514622683811677,0.6980488396429259
2025-02-01,SP_RM,Coleta/Entrega,139774,3300,13,1,2.0,3.0,SP_RM,1,0.703774945900457,0.24407092405063976,0.30598964694687786
2025-02-01,SP_RM,Coleta/Entrega,139779,225,1,1,12.0,2.0,SP_RM,1,0.6402981485934119,0.4356885972136318,0.1547936863461989
2025-02-01,PR,Coleta/Entrega,139781,220,1,0,5.0,1.0,PR,0,0.2890598701610964,0.1253438480823624,0.24424882308834955
2025-02-01,SP_RM,Ajudante,139782,420,3,0,7.0,3.0,SP_RM,0,0.10527942843403287,0.5474027404789474,0.018201643784978235
2025-02-01,SP_RM,Ajudante,139783,260,2,1,6.0,1.0,SP_RM,1,0.7884106756431836,0.3090039799032523,0.2704832104450208
2025-02-01,SP,Coleta/Entrega,139805,160,1,0,7.0,14.0,SP,0,0.03877992649331913,0.9257549917519791,0.0021143523074043367
2025-02-01,RJ,Diária,139844,546,2,1,16.0,13.0,RJ,1,0.5275861431187231,0.8673362383005795,0.06268346629970856
2025-02-01,SP_RM,Ajudante,139849,560,6,1,6.0,2.0,SP_RM,1,0.6614570810290935,0.40938240540880816,0.1704195509522738
2025-02-01,MG,Diária,139854,3900,15,1,13.0,5.0,MG,1,0.5624983816375978,0.4299719142025619,0.13753361826966232
2025-02-01,SC,Ajudante,139859,125,1,0,3.0,1.0,SC,0,0.322914162058187,0.16290785066464025,0.2096065760404364
2025-02-01,SC,Diária,139863,8118,31,1,13.0,6.0,SC,1,0.5540348086633251,0.44390658688822277,0.1311031539521616
2025-02-01,SP_RM,Coleta/Entrega,139864,260,1,1,7.0,8.0,SP_RM,1,0.5601964758011885,0.7231151069581202,0.08047966335967306
2025-02-01,SP_RM,Ajudante,139868,120,1,0,8.0,3.0,SP_RM,0,0.10074537148352967,0.585044650043531,0.0160495975048429
2025-02-01,CE,Diária,139871,572,2,1,10.0,3.0,CE,1,0.6022120702091849,0.29759125536268444,0.2140372905457937
2025-02-01,PR,Diária,139886,610,2,0,8.0,4.0,PR,0,0.07958643904784803,0.3135188325466027,0.024780874591588505
2025-02-01,SP,Coleta/Entrega,139887,660,3,1,2.0,1.0,SP,1,0.8730464053859102,0.08203524382512037,1.0
2025-02-01,SP_RM,Ajudante,139889,160,1,1,9.0,2.0,SP_RM,1,0.6473511260719724,0.5223081341025585,0.13017449251905577
2025-02-01,SC,Coleta/Entrega,139890,220,1,1,3.0,4.0,SC,1,0.6402981485934119,0.31505276743163124,0.21497092140634202
2025-02-01,SC,Diária,139899,1040,4,1,5.0,2.0,SC,1,0.6699206540033662,0.1470856738632859,0.48469883934040386
2025-02-01,SP,Diária,139902,5135,13,0,2.0,1.0,SP,0,0.36523202692955037,0.07593556938648888,0.5119823523929117
2025-02-01,SP,Coleta/Entrega,139910,225,1,1,2.0,1.0,SP,1,0.8730464053859102,0.08203524382512037,1.0
2025-02-01,SP_RM,Coleta/Entrega,139924,9500,39,1,2.0,1.0,SP_RM,1,0.8730464053859102,0.10471261629573629,0.8892376138562769
2025-02-01,SP,Coleta/Entrega,139930,305,1,0,3.0,1.0,SP,0,0.322914162058187,0.10330548957117562,0.3319042797713999
2025-02-01,PR,Diária,139932,975,3,1,1.0,1.0,PR,1,1.0,0.04774181291913286,1.0
2025-02-01,SP_RM,Coleta/Entrega,139938,305,1,1,13.0,6.0,SP_RM,1,0.5540348086633251,0.7405348954274831,0.07764109391073751
2025-02-01,SP_RM,Coleta/Entrega,139939,305,1,0,5.0,2.0,SP_RM,0,0.1621062755470065,0.2527808182853212,0.06621334304493832
2025-02-01,SP_RM,Coleta/Entrega,139940,305,1,0,8.0,5.0,SP_RM,0,0.06689107958643903,0.5402073280298095,0.010876315450787792
2025-02-01,ES,Diária,139946,744,2,1,6.0,5.0,ES,1,0.5852849242606396,0.24068519675469027,0.2576812652425958
2025-02-01,SP_RM,Ajudante,139951,220,1,1,4.0,1.0,SP_RM,1,0.8095696080788651,0.23372016077408542,0.36805193245743034
2025-02-01,SP_RM,Ajudante,139954,220,1,1,4.0,1.0,SP_RM,1,0.8095696080788651,0.23372016077408542,0.36805193245743034
2025-02-01,SP,Diária,139972,372,1,1,6.0,4.0,SP,1,0.5979802837220486,0.31549364121124246,0.20032334516061362
2025-02-01,SP,Diária,139973,305,1,1,15.0,10.0,SP,1,0.5345034864150036,0.8145729575128126,0.06780506393489852
2025-02-01,SP,Diária,139978,240,1,1,6.0,2.0,SP,1,0.6614570810290935,0.20902338706690754,0.3360421788127208
2025-02-01,RS,Diária,139983,8845,29,1,3.0,1.0,RS,1,0.8307285405145467,0.08862704489535887,1.0
2025-02-01,SP,Coleta/Entrega,139984,270,1,1,3.0,4.0,SP,1,0.6402981485934119,0.27346745553961777,0.24802053762870477
2025-02-01,RS,Diária,139986,3050,10,1,4.0,3.0,RS,1,0.6402981485934119,0.20693328076701176,0.32852578484303474
2025-02-01,RS,Diária,139989,5642,18,1,3.0,1.0,RS,1,0.8307285405145467,0.08862704489535887,1.0
2025-02-01,SC,Diária,139993,650,2,0,13.0,9.0,SC,0,0.03211447524984428,0.5711155496131958,0.0036479626731297735
2025-02-01,RS,Diária,139994,1220,4,0,13.0,14.0,RS,0,0.022038793137614955,0.9229973399901739,0.00018811214077881332
2025-02-01,SP,Ajudante,140015,370,2,1,12.0,4.0,SP,1,0.5768213512863669,0.6623668962418425,0.09076175721987363
2025-02-01,SP,Ajudante,140021,4625,25,1,6.0,2.0,SP,1,0.6614570810290935,0.32257049662601917,0.21692033968777333
