mes,uf,de_type,freight_id,price,contract_days,encontrou_motorista,qt_atividades_falcon,qt_horas_falcon,uf_ajustado,sucesso,resultado,esforco,eficiencia
2025-01-01,SP_RM,Ajudante,132864,130,1,1,4.0,1.0,SP_RM,1,0.8095696080788651,0.23372016077408542,0.36805193245743034
2025-01-01,MG,Ajudante,132881,150,1,0,2.0,2.0,MG,0,0.23827843231546042,0.2277460124149727,0.1095184777249555
2025-01-01,SP,Ajudante,132891,250,2,1,6.0,1.0,SP,1,0.7884106756431836,0.24261840259876663,0.3451403903313829
2025-01-01,SP_RM,Coleta/Entrega,132898,230,1,1,7.0,1.0,SP_RM,1,0.7823652663758459,0.23536102981595822,0.3531089682456231
2025-01-01,BA,Coleta/Entrega,132924,500,2,1,5.0,4.0,BA,1,0.6064438566963212,0.25560999472196116,0.2513495771846034
2025-01-01,SP_RM,Coleta/Entrega,132944,220,1,1,1.0,1.0,SP_RM,1,1.0,0.07858293359169191,1.0
2025-01-01,MG,Diária,132945,305,1,0,1.0,1.0,MG,0,0.49218562154364026,0.04504214750533539,1.0
2025-01-01,PR,Coleta/Entrega,132971,660,3,1,5.0,1.0,PR,1,0.796874248617456,0.1253438480823624,0.6774953902148417
2025-01-01,SP,Diária,133000,9672,26,1,1.0,1.0,SP,1,1.0,0.05597239673442607,1.0
2025-01-01,SP,Coleta/Entrega,133003,882,3,1,4.0,1.0,SP,1,0.8095696080788651,0.12457573531723086,0.6925852427079927
2025-01-01,SP_RM,Coleta/Entrega,133029,750,3,1,6.0,1.0,SP_RM,1,0.7884106756431836,0.2092313471119138,0.4005918886215831
2025-01-01,MG,Coleta/Entrega,133046,1620,6,1,7.0,2.0,MG,1,0.6554116717617559,0.29348035188592997,0.23645338602282917
2025-01-01,MG,Coleta/Entrega,133047,264,1,0,5.0,6.0,MG,0,0.07747054580427988,0.5118144769337432,0.013821361064110901
2025-01-01,SP,Coleta/Entrega,133049,8540,28,1,2.0,1.0,SP,1,0.8730464053859102,0.08203524382512037,1.0
2025-01-01,SP,Coleta/Entrega,133069,593,2,1,1.0,1.0,SP,1,1.0,0.06076499807906511,1.0
2025-01-01,MT,Ajudante,133184,100,1,0,12.0,4.0,MT,0,0.06900697283000717,0.7997359014024901,0.006862106528363979
2025-01-01,SP,Coleta/Entrega,133243,160,1,0,5.0,1.0,SP,0,0.2890598701610964,0.14584598106328614,0.20958132343227073
2025-01-01,SP,Ajudante,133309,3300,25,1,1.0,1.0,SP,1,1.0,0.09270822629766809,1.0
2025-01-01,RS,Ajudante,133329,150,1,0,1.0,1.0,RS,0,0.49218562154364026,0.1129601544446337,0.46358200828639995
2025-01-01,DF,Ajudante,133411,150,1,0,7.0,5.0,"(AL, DF, PA, RN, SE)",0,0.07142513653694223,0.07829955904456454,0.09518417438435196
2025-01-01,RJ,Coleta/Entrega,133450,320,1,1,11.0,2.0,RJ,1,0.6422216879057465,0.35158745348258974,0.19297181283513173
2025-01-01,RJ,Coleta/Entrega,133451,320,1,1,11.0,2.0,RJ,1,0.6422216879057465,0.35158745348258974,0.19297181283513173
2025-01-01,RJ,Coleta/Entrega,133452,320,1,1,11.0,2.0,RJ,1,0.6422216879057465,0.35158745348258974,0.19297181283513173
2025-01-01,SP_RM,Coleta/Entrega,133487,260,1,1,6.0,3.0,SP_RM,1,0.6191392161577302,0.34858965486681726,0.18757056731406951
2025-01-01,RJ,Coleta/Entrega,133517,260,1,0,7.0,1.0,RJ,0,0.2745508879194861,0.20105138961630653,0.14366700512686895
2025-01-01,RS,Ajudante,133530,1820,5,1,3.0,1.0,RS,1,0.8307285405145467,0.18397073122705435,0.48051952671226134
2025-01-01,RS,Diária,133533,8235,27,1,3.0,18.0,RS,1,0.590927306243488,0.9354506279766638,0.06518796795464522
2025-01-01,SC,Diária,133553,915,3,0,1.0,1.0,SC,0,0.49218562154364026,0.04107820492580841,1.0
2025-01-01,RS,Ajudante,133657,300,2,0,11.0,4.0,RS,0,0.07093051214234188,0.7520553454864196,0.007720644046981087
2025-01-01,MG,Coleta/Entrega,133694,270,1,1,6.0,3.0,MG,1,0.6191392161577302,0.3354676836258941,0.1949999951824726
2025-01-01,SP_RM,Diária,133721,10370,34,1,1.0,1.0,SP_RM,1,1.0,0.05410131527507061,1.0
2025-01-01,SP,Diária,133767,14508,39,1,1.0,1.0,SP,1,1.0,0.05597239673442607,1.0
2025-01-01,SP,Diária,133769,356,1,1,3.0,2.0,SP,1,0.703774945900457,0.14913386911071916,0.5022851664740997
2025-01-01,RS,Ajudante,133786,150,1,1,5.0,1.0,RS,1,0.796874248617456,0.25498130800947494,0.3318409837521252
2025-01-01,MT,Coleta/Entrega,133834,1380,6,0,1.0,1.0,MT,0,0.49218562154364026,0.05590759041137359,0.9390717997880472
2025-01-01,SC,Ajudante,133847,135,1,0,5.0,2.0,SC,0,0.1621062755470065,0.31125329485065334,0.05333006429011177
2025-01-01,PR,Ajudante,133940,900,5,1,4.0,1.0,PR,1,0.8095696080788651,0.1320156097956264,0.6534205954593749
2025-01-01,SP_RM,Ajudante,133941,690,4,1,10.0,3.0,SP_RM,1,0.6022120702091849,0.6603284691726977,0.09516119240969911
2025-01-01,SP,Ajudante,133957,100,1,0,2.0,2.0,SP,0,0.23827843231546042,0.2026423555851404,0.12337881750303184
2025-01-01,AL,Ajudante,134014,1440,9,1,5.0,4.0,"(AL, DF, PA, RN, SE)",1,0.6064438566963212,0.05637568251208647,1.0
2025-01-01,SC,Ajudante,134054,150,1,1,2.0,1.0,SC,1,0.8730464053859102,0.13111954119620892,0.709672532172856
2025-01-01,SP,Ajudante,134059,280,2,1,1.0,1.0,SP,1,1.0,0.09270822629766809,1.0
2025-01-01,SP,Ajudante,134078,300,2,0,9.0,4.0,SP,0,0.07605995030856777,0.5724207904611834,0.011844038828445664
2025-01-01,SP,Diária,134083,305,1,1,1.0,1.0,SP,1,1.0,0.05597239673442607,1.0
2025-01-01,BA,Coleta/Entrega,134104,5980,29,1,2.0,1.0,BA,1,0.8730464053859102,0.0640443644137004,1.0
2025-01-01,SP_RM,Coleta/Entrega,134106,260,1,0,7.0,1.0,SP_RM,0,0.2745508879194861,0.23536102981595822,0.12237921687356285
2025-01-01,RS,Coleta/Entrega,134121,1320,6,1,1.0,1.0,RS,1,1.0,0.06867065105235073,1.0
2025-01-01,SP,Coleta/Entrega,134131,240,1,0,4.0,1.0,SP,0,0.3017552296225054,0.12457573531723086,0.2566673510429629
2025-01-01,CE,Ajudante,134152,600,4,1,9.0,2.0,CE,1,0.6473511260719724,0.43602576017135175,0.1564019514922116
2025-01-01,CE,Ajudante,134153,600,4,0,9.0,3.0,CE,0,0.09721888274424942,0.520351650992032,0.017614305107622474
2025-01-01,SP,Ajudante,134168,600,4,1,4.0,1.0,SP,1,0.8095696080788651,0.1826543320783272,0.4716118239935015
2025-01-01,CE,Ajudante,134172,100,1,1,2.0,10.0,CE,1,0.6445299350805482,0.8892774233325079,0.07514135595529467
2025-01-01,GO,Coleta/Entrega,134210,235,1,0,2.0,1.0,GO,0,0.36523202692955037,0.08857866613424094,0.43856798090512383
2025-01-01,RJ,Diária,134224,10890,33,1,7.0,8.0,RJ,1,0.5601964758011885,0.47743055760021297,0.12311146936419626
