uf,mes,de_type,freight_id,price,price_por_dia,contract_days,encontrou_motorista,qt_atividades_falcon,qt_horas_falcon,uf_ajustado,sucesso
SP,2025-03-01,Diária,150323,1525,305.0,5,sim,19.0,5.0,SP,1
SP_RM,2025-03-01,Coleta/Entrega,150330,260,260.0,1,sim,19.0,6.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,150331,625,125.0,5,sim,9.0,3.0,SP_RM,1
RS,2025-03-01,Coleta/Entrega,150336,690,230.0,3,nao,1.0,1.0,RS,0
SP,2025-03-01,Coleta/Entrega,150352,220,220.0,1,nao,5.0,1.0,SP,0
MG,2025-03-01,Ajudante,150370,1350,150.0,9,sim,12.0,2.0,MG,1
SP_RM,2025-03-01,Ajudante,150373,150,150.0,1,sim,9.0,2.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,150390,680,170.0,4,sim,6.0,1.0,SP_RM,1
MG,2025-03-01,Coleta/Entrega,150393,780,260.0,3,sim,11.0,2.0,MG,1
SC,2025-03-01,Diária,150413,6930,330.0,21,sim,1.0,1.0,SC,1
SP,2025-03-01,Ajudante,150414,200,200.0,1,sim,7.0,9.0,SP,1
MS,2025-03-01,Coleta/Entrega,150416,920,230.0,4,sim,12.0,3.0,MS,1
MT,2025-03-01,Ajudante,150420,680,170.0,4,nao,1.0,1.0,MT,0
PR,2025-03-01,Coleta/Entrega,150422,943,235.75,4,sim,34.0,19.0,PR,1
SP_RM,2025-03-01,Diária,150428,610,305.0,2,nao,12.0,7.0,SP_RM,0
SP,2025-03-01,Coleta/Entrega,150442,240,240.0,1,nao,10.0,3.0,SP,0
SC,2025-03-01,Ajudante,150448,720,180.0,4,sim,5.0,1.0,SC,1
CE,2025-03-01,Ajudante,150449,150,150.0,1,sim,7.0,1.0,CE,1
CE,2025-03-01,Ajudante,150452,300,150.0,2,sim,7.0,1.0,CE,1
SP,2025-03-01,Ajudante,150455,180,180.0,1,sim,9.0,9.0,SP,1
SP,2025-03-01,Ajudante,150461,180,180.0,1,sim,7.0,2.0,SP,1
SP,2025-03-01,Ajudante,150462,180,180.0,1,sim,7.0,2.0,SP,1
GO,2025-03-01,Coleta/Entrega,150469,230,230.0,1,nao,7.0,2.0,GO,0
SP_RM,2025-03-01,Ajudante,150503,150,150.0,1,sim,12.0,1.0,SP_RM,1
PR,2025-03-01,Diária,150522,610,305.0,2,nao,18.0,6.0,PR,0
PR,2025-03-01,Diária,150523,610,305.0,2,sim,9.0,16.0,PR,1
SP,2025-03-01,Ajudante,150538,150,150.0,1,nao,3.0,1.0,SP,0
SP_RM,2025-03-01,Diária,150544,2232,372.0,6,nao,1.0,1.0,SP_RM,0
SP_RM,2025-03-01,Ajudante,150546,100,100.0,1,sim,4.0,1.0,SP_RM,1
MG,2025-03-01,Ajudante,150547,139,139.0,1,sim,10.0,2.0,MG,1
MG,2025-03-01,Ajudante,150548,150,150.0,1,sim,3.0,2.0,MG,1
SP_RM,2025-03-01,Diária,150550,3720,372.0,10,sim,30.0,15.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,150563,150,150.0,1,sim,13.0,3.0,SP_RM,1
MG,2025-03-01,Diária,150570,2860,260.0,11,sim,9.0,4.0,MG,1
MG,2025-03-01,Diária,150572,2860,260.0,11,sim,3.0,2.0,MG,1
SP_RM,2025-03-01,Coleta/Entrega,150576,270,270.0,1,sim,15.0,10.0,SP_RM,1
GO,2025-03-01,Diária,150582,1040,260.0,4,sim,7.0,1.0,GO,1
SP_RM,2025-03-01,Diária,150600,1086,362.0,3,sim,11.0,7.0,SP_RM,1
MG,2025-03-01,Ajudante,150602,150,150.0,1,sim,12.0,2.0,MG,1
PR,2025-03-01,Diária,150623,1125,375.0,3,sim,15.0,4.0,PR,1
SP_RM,2025-03-01,Diária,150638,1220,305.0,4,sim,8.0,2.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,150645,4270,305.0,14,sim,4.0,21.0,SP_RM,1
SC,2025-03-01,Diária,150646,5062,361.57142857142856,14,sim,5.0,3.0,SC,1
SP,2025-03-01,Diária,150649,3720,372.0,10,nao,7.0,2.0,SP,0
SP,2025-03-01,Coleta/Entrega,150654,937,312.3333333333333,3,sim,7.0,3.0,SP,1
RS,2025-03-01,Coleta/Entrega,150657,520,260.0,2,nao,7.0,3.0,RS,0
SP,2025-03-01,Diária,150659,610,305.0,2,nao,4.0,1.0,SP,0
SP,2025-03-01,Diária,150660,305,305.0,1,nao,16.0,5.0,SP,0
SP,2025-03-01,Ajudante,150666,150,150.0,1,nao,11.0,1.0,SP,0
SP,2025-03-01,Ajudante,150683,150,150.0,1,sim,7.0,4.0,SP,1
RS,2025-03-01,Ajudante,150685,600,200.0,3,sim,13.0,10.0,RS,1
MG,2025-03-01,Coleta/Entrega,150717,1560,222.85714285714286,7,sim,1.0,1.0,MG,1
MG,2025-03-01,Coleta/Entrega,150722,266,266.0,1,sim,10.0,2.0,MG,1
SP_RM,2025-03-01,Ajudante,150725,900,150.0,6,sim,11.0,10.0,SP_RM,1
GO,2025-03-01,Coleta/Entrega,150730,230,230.0,1,nao,10.0,1.0,GO,0
MG,2025-03-01,Ajudante,150738,450,150.0,3,sim,11.0,2.0,MG,1
MT,2025-03-01,Diária,150740,4880,305.0,16,sim,4.0,2.0,MT,1
MG,2025-03-01,Ajudante,150750,150,150.0,1,sim,11.0,4.0,MG,1
MT,2025-03-01,Diária,150756,2135,305.0,7,nao,8.0,4.0,MT,0
PR,2025-03-01,Diária,150757,4270,305.0,14,sim,1.0,1.0,PR,1
SC,2025-03-01,Ajudante,150758,1440,180.0,8,sim,6.0,2.0,SC,1
GO,2025-03-01,Ajudante,150761,1600,133.33333333333334,12,nao,1.0,1.0,GO,0
SP,2025-03-01,Diária,150763,3660,305.0,12,sim,8.0,4.0,SP,1
SP,2025-03-01,Diária,150770,3660,305.0,12,sim,6.0,4.0,SP,1
RJ,2025-03-01,Diária,150774,3720,372.0,10,sim,8.0,2.0,RJ,1
SP_RM,2025-03-01,Diária,150775,366,366.0,1,sim,6.0,1.0,SP_RM,1
SP,2025-03-01,Ajudante,150776,150,150.0,1,sim,3.0,1.0,SP,1
SC,2025-03-01,Diária,150784,5985,315.0,19,sim,1.0,1.0,SC,1
MG,2025-03-01,Coleta/Entrega,150796,230,230.0,1,sim,11.0,4.0,MG,1
SP,2025-03-01,Diária,150805,4270,305.0,14,sim,6.0,3.0,SP,1
SP,2025-03-01,Diária,150806,1875,375.0,5,nao,6.0,3.0,SP,0
SP_RM,2025-03-01,Ajudante,150807,414,207.0,2,sim,11.0,3.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,150808,414,207.0,2,sim,10.0,2.0,SP_RM,1
SP,2025-03-01,Diária,150809,4880,305.0,16,sim,1.0,1.0,SP,1
SP,2025-03-01,Diária,150813,2275,325.0,7,sim,5.0,2.0,SP,1
MT,2025-03-01,Diária,150816,1690,241.42857142857142,7,sim,2.0,1.0,MT,1
SP_RM,2025-03-01,Ajudante,150822,150,150.0,1,sim,7.0,1.0,SP_RM,1
MG,2025-03-01,Coleta/Entrega,150837,184,184.0,1,nao,8.0,4.0,MG,0
PR,2025-03-01,Diária,150840,4550,325.0,14,sim,6.0,2.0,PR,1
MT,2025-03-01,Diária,150841,1525,305.0,5,nao,4.0,1.0,MT,0
SP_RM,2025-03-01,Diária,150856,4464,372.0,12,sim,14.0,12.0,SP_RM,1
RJ,2025-03-01,Coleta/Entrega,150859,520,260.0,2,nao,12.0,2.0,RJ,0
SC,2025-03-01,Diária,150874,858,286.0,3,nao,5.0,2.0,SC,0
MG,2025-03-01,Ajudante,150877,150,150.0,1,nao,16.0,4.0,MG,0
MA,2025-03-01,Diária,150884,7150,325.0,22,sim,1.0,1.0,MA,1
MG,2025-03-01,Ajudante,150888,150,150.0,1,sim,9.0,3.0,MG,1
SP_RM,2025-03-01,Diária,150891,2232,372.0,6,nao,4.0,1.0,SP_RM,0
PR,2025-03-01,Diária,150908,5250,375.0,14,sim,5.0,3.0,PR,1
SP,2025-03-01,Diária,150909,4575,305.0,15,sim,2.0,1.0,SP,1
SP_RM,2025-03-01,Diária,150915,2847,316.3333333333333,9,sim,18.0,29.0,SP_RM,1
PR,2025-03-01,Diária,150917,915,305.0,3,sim,4.0,2.0,PR,1
SP,2025-03-01,Ajudante,150920,150,150.0,1,nao,7.0,2.0,SP,0
SP,2025-03-01,Diária,150943,1875,375.0,5,nao,6.0,3.0,SP,0
PR,2025-03-01,Diária,150944,2440,305.0,8,sim,9.0,2.0,PR,1
GO,2025-03-01,Coleta/Entrega,150950,230,230.0,1,nao,16.0,7.0,GO,0
SP,2025-03-01,Ajudante,150958,180,180.0,1,sim,17.0,2.0,SP,1
SP,2025-03-01,Ajudante,150959,180,180.0,1,sim,2.0,1.0,SP,1
SP_RM,2025-03-01,Ajudante,150969,150,150.0,1,nao,11.0,2.0,SP_RM,0
SP_RM,2025-03-01,Coleta/Entrega,150985,260,260.0,1,sim,9.0,1.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,150997,220,220.0,1,sim,11.0,4.0,SP_RM,1
SP,2025-03-01,Diária,151001,2440,305.0,8,sim,19.0,5.0,SP,1
BA,2025-03-01,Diária,151043,4875,325.0,15,sim,9.0,5.0,BA,1
SP_RM,2025-03-01,Coleta/Entrega,151059,220,220.0,1,sim,18.0,8.0,SP_RM,1
MG,2025-03-01,Diária,151060,5525,325.0,17,nao,8.0,2.0,MG,0
RJ,2025-03-01,Diária,151063,3233,323.3,10,sim,9.0,2.0,RJ,1
SP,2025-03-01,Coleta/Entrega,151065,1353,169.125,8,nao,4.0,1.0,SP,0
PR,2025-03-01,Ajudante,151067,150,150.0,1,nao,9.0,8.0,PR,0
BA,2025-03-01,Coleta/Entrega,151072,780,260.0,3,sim,14.0,3.0,BA,1
PR,2025-03-01,Diária,151074,3355,305.0,11,sim,9.0,4.0,PR,1
SP_RM,2025-03-01,Coleta/Entrega,151080,160,160.0,1,nao,6.0,1.0,SP_RM,0
RS,2025-03-01,Diária,151088,260,260.0,1,sim,8.0,4.0,RS,1
MG,2025-03-01,Diária,151096,1220,305.0,4,sim,13.0,5.0,MG,1
SP_RM,2025-03-01,Coleta/Entrega,151105,220,220.0,1,nao,11.0,2.0,SP_RM,0
MG,2025-03-01,Ajudante,151106,750,150.0,5,nao,10.0,2.0,MG,0
MG,2025-03-01,Coleta/Entrega,151113,990,198.0,5,nao,12.0,1.0,MG,0
SP,2025-03-01,Diária,151117,6375,375.0,17,sim,7.0,3.0,SP,1
RS,2025-03-01,Ajudante,151132,150,150.0,1,sim,10.0,15.0,RS,1
RS,2025-03-01,Ajudante,151133,150,150.0,1,nao,8.0,2.0,RS,0
MG,2025-03-01,Ajudante,151138,300,150.0,2,sim,9.0,2.0,MG,1
SP,2025-03-01,Ajudante,151156,1330,120.9090909090909,11,nao,4.0,1.0,SP,0
SP_RM,2025-03-01,Ajudante,151167,180,180.0,1,sim,9.0,3.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,151174,180,180.0,1,nao,10.0,2.0,SP_RM,0
SP_RM,2025-03-01,Diária,151224,3355,305.0,11,sim,21.0,5.0,SP_RM,1
SP,2025-03-01,Ajudante,151244,380,190.0,2,sim,4.0,1.0,SP,1
MS,2025-03-01,Coleta/Entrega,151250,260,260.0,1,sim,9.0,3.0,MS,1
MG,2025-03-01,Coleta/Entrega,151255,266,266.0,1,nao,13.0,3.0,MG,0
SP,2025-03-01,Diária,151285,305,305.0,1,sim,6.0,5.0,SP,1
SP,2025-03-01,Coleta/Entrega,151293,1800,300.0,6,nao,2.0,1.0,SP,0
GO,2025-03-01,Coleta/Entrega,151294,2640,220.0,12,sim,1.0,1.0,GO,1
SP,2025-03-01,Diária,151297,2745,305.0,9,sim,5.0,1.0,SP,1
PR,2025-03-01,Diária,151321,1840,230.0,8,sim,7.0,3.0,PR,1
SP_RM,2025-03-01,Coleta/Entrega,151330,220,220.0,1,nao,15.0,3.0,SP_RM,0
SP_RM,2025-03-01,Coleta/Entrega,151332,231,231.0,1,sim,11.0,1.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,151333,241,241.0,1,sim,7.0,1.0,SP_RM,1
BA,2025-03-01,Coleta/Entrega,151334,780,195.0,4,sim,5.0,1.0,BA,1
RJ,2025-03-01,Coleta/Entrega,151343,305,305.0,1,sim,14.0,2.0,RJ,1
SP_RM,2025-03-01,Ajudante,151348,180,180.0,1,sim,12.0,3.0,SP_RM,1
PR,2025-03-01,Diária,151366,5625,375.0,15,sim,18.0,9.0,PR,1
SP,2025-03-01,Ajudante,151374,540,180.0,3,sim,11.0,2.0,SP,1
SP,2025-03-01,Ajudante,151376,1620,180.0,9,sim,11.0,3.0,SP,1
SP,2025-03-01,Ajudante,151378,540,180.0,3,sim,17.0,4.0,SP,1
SP,2025-03-01,Coleta/Entrega,151399,1820,227.5,8,nao,5.0,1.0,SP,0
SP_RM,2025-03-01,Diária,151400,3050,305.0,10,sim,14.0,5.0,SP_RM,1
SP,2025-03-01,Coleta/Entrega,151401,1820,227.5,8,sim,6.0,5.0,SP,1
SP,2025-03-01,Coleta/Entrega,151403,520,260.0,2,sim,9.0,3.0,SP,1
SP,2025-03-01,Diária,151423,3965,305.0,13,sim,6.0,1.0,SP,1
SC,2025-03-01,Diária,151435,3660,305.0,12,sim,11.0,4.0,SC,1
SP_RM,2025-03-01,Ajudante,151440,120,120.0,1,nao,8.0,2.0,SP_RM,0
SP_RM,2025-03-01,Ajudante,151444,125,125.0,1,nao,11.0,2.0,SP_RM,0
SP_RM,2025-03-01,Ajudante,151445,125,125.0,1,nao,12.0,3.0,SP_RM,0
SP,2025-03-01,Ajudante,151451,160,160.0,1,sim,7.0,1.0,SP,1
SP,2025-03-01,Coleta/Entrega,151458,214,214.0,1,sim,4.0,1.0,SP,1
SP,2025-03-01,Coleta/Entrega,151459,720,240.0,3,sim,3.0,1.0,SP,1
SP,2025-03-01,Coleta/Entrega,151462,1325,265.0,5,nao,4.0,2.0,SP,0
SP,2025-03-01,Coleta/Entrega,151463,1325,265.0,5,nao,5.0,5.0,SP,0
SP,2025-03-01,Coleta/Entrega,151464,1325,265.0,5,nao,1.0,1.0,SP,0
SC,2025-03-01,Diária,151465,1830,305.0,6,sim,20.0,6.0,SC,1
SP,2025-03-01,Ajudante,151520,100,100.0,1,nao,12.0,2.0,SP,0
SP,2025-03-01,Ajudante,151521,100,100.0,1,nao,11.0,1.0,SP,0
SP,2025-03-01,Ajudante,151527,100,100.0,1,nao,11.0,1.0,SP,0
SP,2025-03-01,Ajudante,151529,100,100.0,1,nao,1.0,1.0,SP,0
SP,2025-03-01,Ajudante,151534,100,100.0,1,nao,7.0,1.0,SP,0
SP,2025-03-01,Coleta/Entrega,151561,1560,260.0,6,nao,8.0,2.0,SP,0
SP,2025-03-01,Coleta/Entrega,151562,1760,220.0,8,sim,6.0,3.0,SP,1
SP,2025-03-01,Ajudante,151571,150,150.0,1,nao,12.0,2.0,SP,0
BA,2025-03-01,Diária,151587,1300,260.0,5,nao,15.0,3.0,BA,0
SC,2025-03-01,Ajudante,151589,150,150.0,1,nao,10.0,1.0,SC,0
SC,2025-03-01,Ajudante,151590,150,150.0,1,nao,8.0,9.0,SC,0
SP,2025-03-01,Coleta/Entrega,151596,1060,265.0,4,nao,9.0,2.0,SP,0
RJ,2025-03-01,Coleta/Entrega,151604,1560,260.0,6,sim,7.0,29.0,RJ,1
RJ,2025-03-01,Coleta/Entrega,151607,260,260.0,1,sim,3.0,1.0,RJ,1
PR,2025-03-01,Diária,151612,610,305.0,2,sim,3.0,2.0,PR,1
SP_RM,2025-03-01,Coleta/Entrega,151624,220,220.0,1,sim,9.0,2.0,SP_RM,1
PR,2025-03-01,Diária,151632,1372,343.0,4,sim,1.0,1.0,PR,1
SP_RM,2025-03-01,Coleta/Entrega,151640,1120,160.0,7,sim,9.0,3.0,SP_RM,1
SP,2025-03-01,Diária,151656,7440,372.0,20,sim,2.0,1.0,SP,1
PR,2025-03-01,Coleta/Entrega,151696,1100,220.0,5,sim,2.0,1.0,PR,1
SP,2025-03-01,Diária,151697,2135,305.0,7,nao,15.0,3.0,SP,0
RS,2025-03-01,Diária,151707,2440,305.0,8,sim,3.0,1.0,RS,1
SP,2025-03-01,Diária,151710,305,305.0,1,sim,14.0,9.0,SP,1
SP,2025-03-01,Diária,151722,3000,300.0,10,sim,4.0,3.0,SP,1
SC,2025-03-01,Diária,151730,1340,335.0,4,nao,8.0,32.0,SC,0
SP,2025-03-01,Diária,151737,1560,260.0,6,sim,5.0,1.0,SP,1
SP,2025-03-01,Coleta/Entrega,151743,1300,260.0,5,sim,10.0,1.0,SP,1
MG,2025-03-01,Ajudante,151744,180,180.0,1,sim,9.0,1.0,MG,1
PR,2025-03-01,Coleta/Entrega,151788,780,195.0,4,nao,1.0,1.0,PR,0
SP_RM,2025-03-01,Coleta/Entrega,151834,1100,220.0,5,sim,1.0,1.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,151836,1655,236.42857142857142,7,sim,9.0,2.0,SP_RM,1
SP,2025-03-01,Coleta/Entrega,151854,3120,240.0,13,sim,2.0,1.0,SP,1
SP,2025-03-01,Coleta/Entrega,151855,1560,260.0,6,sim,3.0,1.0,SP,1
SP,2025-03-01,Coleta/Entrega,151856,3120,240.0,13,sim,7.0,1.0,SP,1
PR,2025-03-01,Coleta/Entrega,151859,2745,549.0,5,sim,10.0,3.0,PR,1
SP,2025-03-01,Coleta/Entrega,151866,240,240.0,1,nao,12.0,3.0,SP,0
SC,2025-03-01,Coleta/Entrega,151867,1150,230.0,5,sim,6.0,1.0,SC,1
SP_RM,2025-03-01,Coleta/Entrega,151881,1220,305.0,4,sim,10.0,2.0,SP_RM,1
SP_RM,2025-03-01,Diária,151899,2915,265.0,11,sim,10.0,2.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,151902,170,170.0,1,sim,4.0,1.0,SP_RM,1
RS,2025-03-01,Coleta/Entrega,151909,1800,300.0,6,sim,2.0,1.0,RS,1
RS,2025-03-01,Coleta/Entrega,151910,1800,300.0,6,sim,1.0,1.0,RS,1
RS,2025-03-01,Coleta/Entrega,151911,1800,300.0,6,nao,8.0,3.0,RS,0
RS,2025-03-01,Coleta/Entrega,151912,1800,300.0,6,sim,3.0,1.0,RS,1
RS,2025-03-01,Coleta/Entrega,151914,1800,300.0,6,sim,2.0,1.0,RS,1
RS,2025-03-01,Coleta/Entrega,151917,600,300.0,2,sim,5.0,1.0,RS,1
SP_RM,2025-03-01,Ajudante,151921,150,150.0,1,sim,11.0,2.0,SP_RM,1
SP,2025-03-01,Diária,151923,2440,305.0,8,sim,12.0,5.0,SP,1
RJ,2025-03-01,Coleta/Entrega,151930,265,265.0,1,sim,12.0,3.0,RJ,1
SP,2025-03-01,Diária,151931,3050,305.0,10,sim,6.0,4.0,SP,1
SP_RM,2025-03-01,Coleta/Entrega,151939,4050,270.0,15,sim,8.0,2.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,151941,3780,270.0,14,sim,4.0,1.0,SP_RM,1
SP,2025-03-01,Diária,152061,610,305.0,2,nao,8.0,5.0,SP,0
SP,2025-03-01,Diária,152063,4270,305.0,14,sim,9.0,4.0,SP,1
SP,2025-03-01,Diária,152077,4550,325.0,14,sim,6.0,6.0,SP,1
SP_RM,2025-03-01,Diária,152079,1372,274.4,5,sim,11.0,6.0,SP_RM,1
SP,2025-03-01,Diária,152081,6375,375.0,17,sim,2.0,4.0,SP,1
SP,2025-03-01,Diária,152082,6000,375.0,16,sim,2.0,1.0,SP,1
SP,2025-03-01,Diária,152088,1332,266.4,5,nao,2.0,13.0,SP,0
PR,2025-03-01,Diária,152091,2275,325.0,7,nao,1.0,1.0,PR,0
SP,2025-03-01,Coleta/Entrega,152092,232,232.0,1,sim,5.0,1.0,SP,1
SC,2025-03-01,Ajudante,152096,150,150.0,1,sim,3.0,1.0,SC,1
SP,2025-03-01,Coleta/Entrega,152127,720,240.0,3,nao,15.0,6.0,SP,0
SP,2025-03-01,Diária,152128,1067,266.75,4,sim,13.0,4.0,SP,1
PR,2025-03-01,Diária,152131,610,305.0,2,nao,7.0,1.0,PR,0
MG,2025-03-01,Diária,152168,305,305.0,1,nao,1.0,1.0,MG,0
SP,2025-03-01,Diária,152215,4575,305.0,15,sim,1.0,1.0,SP,1
SP,2025-03-01,Diária,152217,305,305.0,1,sim,5.0,3.0,SP,1
MG,2025-03-01,Coleta/Entrega,152229,270,270.0,1,nao,8.0,3.0,MG,0
MG,2025-03-01,Diária,152232,780,260.0,3,nao,7.0,2.0,MG,0
SP,2025-03-01,Diária,152235,1125,375.0,3,sim,3.0,1.0,SP,1
SP_RM,2025-03-01,Coleta/Entrega,152238,3660,305.0,12,sim,11.0,3.0,SP_RM,1
PR,2025-03-01,Diária,152243,3050,305.0,10,sim,23.0,10.0,PR,1
SP,2025-03-01,Diária,152246,4550,325.0,14,sim,10.0,2.0,SP,1
PR,2025-03-01,Coleta/Entrega,152259,780,260.0,3,nao,6.0,1.0,PR,0
SP,2025-03-01,Coleta/Entrega,152264,1200,240.0,5,sim,6.0,1.0,SP,1
SP,2025-03-01,Diária,152284,780,260.0,3,nao,9.0,8.0,SP,0
SP_RM,2025-03-01,Coleta/Entrega,152291,3355,279.5833333333333,12,sim,5.0,1.0,SP_RM,1
SP_RM,2025-03-01,Diária,152296,230,230.0,1,sim,2.0,1.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,152297,220,220.0,1,sim,10.0,2.0,SP_RM,1
SC,2025-03-01,Ajudante,152298,900,180.0,5,sim,5.0,1.0,SC,1
MS,2025-03-01,Coleta/Entrega,152301,460,230.0,2,nao,4.0,1.0,MS,0
SP_RM,2025-03-01,Coleta/Entrega,152306,1066,266.5,4,sim,11.0,2.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,152308,1066,266.5,4,sim,4.0,1.0,SP_RM,1
SC,2025-03-01,Diária,152320,1060,265.0,4,nao,8.0,1.0,SC,0
SP_RM,2025-03-01,Coleta/Entrega,152345,260,260.0,1,nao,12.0,1.0,SP_RM,0
SP_RM,2025-03-01,Coleta/Entrega,152347,1040,260.0,4,sim,12.0,1.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,152363,250,250.0,1,nao,10.0,2.0,SP_RM,0
SP,2025-03-01,Diária,152380,4575,305.0,15,sim,20.0,7.0,SP,1
MG,2025-03-01,Diária,152382,2925,325.0,9,sim,3.0,1.0,MG,1
SP_RM,2025-03-01,Diária,152385,2904,580.8,5,sim,4.0,3.0,SP_RM,1
SP,2025-03-01,Ajudante,152395,150,150.0,1,nao,1.0,1.0,SP,0
RJ,2025-03-01,Ajudante,152397,100,100.0,1,nao,4.0,1.0,RJ,0
SP_RM,2025-03-01,Diária,152459,320,320.0,1,sim,13.0,4.0,SP_RM,1
MS,2025-03-01,Coleta/Entrega,152461,920,230.0,4,sim,3.0,1.0,MS,1
PR,2025-03-01,Diária,152487,610,305.0,2,nao,13.0,7.0,PR,0
SP_RM,2025-03-01,Coleta/Entrega,152496,1875,375.0,5,sim,10.0,1.0,SP_RM,1
SC,2025-03-01,Ajudante,152510,720,180.0,4,sim,4.0,1.0,SC,1
SP_RM,2025-03-01,Coleta/Entrega,152537,260,260.0,1,sim,11.0,3.0,SP_RM,1
RS,2025-03-01,Diária,152770,1982,283.14285714285717,7,sim,9.0,4.0,RS,1
